"","gene","B.males.tpm","B.females.tpm","nonB.males.tpm","nonB.females.tpm","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","BmalevnoBmale","BmalevsfemaleB","BmalevsfemalenoB","BfemalevsnoBfemale","noBmalevsnoBfemale"
"14074","g2297",22.0385714285714,12.9366666666667,21.49,12.7783333333333,"scaffold_562",1445,"ZDHC2_ARATH","A0A1A9WKJ5","Ankyrin repeats (3 copies),DHHC palmitoyltransferase","Y",181844,"A",-0.0806414106487191,0,0,0,0,0
"14075","g22970",19.1928571428571,18.2066666666667,20.0414285714286,19.7316666666667,"scaffold_148",5073,"ZN236_HUMAN",NA,"Zinc finger, C2H2 type,Zinc-finger of C2H2 type","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14076","g22971",12.7328571428571,5.94,10.7414285714286,6.46833333333333,"scaffold_148",576,"VKORL_RAT",NA,"Vitamin K epoxide reductase family","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14077","g22972",0.101428571428571,0.0533333333333333,0,0,"scaffold_148",479,NA,NA,NA,"N",892810,"A",-0.0721178359269605,NA,NA,NA,NA,NA
"14078","g22973",0.0542857142857143,0.0583333333333333,0.0185714285714286,0.035,"scaffold_148",3768,NA,"A0A3Q0JDT8","Protein of unknown function (DUF1759),Putative peptidase (DUF1758),Pao retrotransposon peptidase","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14079","g22974",5.25428571428571,0.988333333333333,4.59142857142857,1.89833333333333,"scaffold_148",548,NA,NA,"XK-related protein","Y",892810,"A",-0.0721178359269605,0,1,0,0,0
"14080","g22975",17.37,9.53166666666667,10.9014285714286,9.68166666666667,"scaffold_148",332,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14081","g22976",0.122857142857143,0.0816666666666667,0.172857142857143,0.323333333333333,"scaffold_148",417,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14082","g22977",50.2371428571429,33.8266666666667,54.6414285714286,33.265,"scaffold_148",410,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14083","g22978",41.1542857142857,27.0516666666667,48.1957142857143,27.03,"scaffold_148",508,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14084","g22979",16.1671428571429,8.075,15.7114285714286,10.2933333333333,"scaffold_148",259,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14085","g2298",113.891428571429,10.26,116.805714285714,13.9166666666667,"scaffold_562",831,"JHAMT_DROME","B2DCQ0","Methyltransferase domain","Y",181844,"A",-0.0806414106487191,0,1,1,0,1
"14086","g22980",48.5557142857143,30.5466666666667,52.8271428571429,30.53,"scaffold_148",880,"GCN1_HUMAN","A0A0M9ABE9",NA,"Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14087","g22981",80.3728571428571,44.53,89.0428571428571,48.95,"scaffold_148",252,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14088","g22982",14.1228571428571,6.29833333333333,11.99,7.84166666666667,"scaffold_148",195,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14089","g22983",19.2857142857143,14.3466666666667,19.18,15.7316666666667,"scaffold_148",5046,NA,"A0A2J7PJX4","Autism susceptibility gene 2 protein","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14090","g22984",1.12428571428571,0.718333333333333,1.57428571428571,0.605,"scaffold_148",1137,"RDH10_XENTR","J9JP28","short chain dehydrogenase","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14091","g22985",0.254285714285714,0.388333333333333,0.137142857142857,0.406666666666667,"scaffold_148",351,NA,NA,NA,"N",892810,"A",-0.0721178359269605,NA,NA,NA,NA,NA
"14092","g22986",78.7857142857143,84.85,74.0314285714286,89.7,"scaffold_148",697,"CD63_BOVIN","A0A482WM38","Tetraspanin family","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14093","g22987",4.62714285714286,1.48,4.79428571428571,2.23833333333333,"scaffold_148",278,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14094","g22988",11.7128571428571,3.67,11.9528571428571,4.095,"scaffold_148",4039,"ROBO2_HUMAN","A0A482X9H4","Fibronectin type III domain,Immunoglobulin domain,Immunoglobulin I-set domain","Y",892810,"A",-0.0721178359269605,0,1,1,0,1
"14095","g22989",27.4428571428571,20.3316666666667,29.0757142857143,23.0733333333333,"scaffold_148",275,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14096","g2299",80.9371428571429,51.0333333333333,80.9928571428571,50.8766666666667,"scaffold_562",2065,"GALT7_DROME","A0A482XFG5","Glycosyl transferase family 2,Ricin-type beta-trefoil lectin domain","Y",181844,"A",-0.0806414106487191,0,0,0,0,0
"14097","g22990",112.75,87.7283333333333,116.108571428571,84.4083333333333,"scaffold_148",1381,"FXL20_HUMAN","T1H911","F-box-like,Leucine Rich repeat","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14098","g22991",29.9642857142857,27.18,29.39,27.5483333333333,"scaffold_148",3435,"PTPR2_MACNE","A0A2J7R214","Protein-tyrosine phosphatase receptor IA-2,Protein-tyrosine phosphatase","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14099","g22992",37.7757142857143,46.1833333333333,33.6928571428571,47.1666666666667,"scaffold_148",1804,"NOP9_MOUSE","A0A067R7I5","Pumilio-family RNA binding repeat","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14100","g22993",17.85,17.6,17.2385714285714,18.17,"scaffold_148",5261,"RH21A_XENLA","J9KV66","RhoGAP domain,PDZ domain,Pleckstrin homology domain","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14101","g22994",61.5671428571429,0.0416666666666667,61.1657142857143,0.305,"scaffold_148",587,"GS1_DROME","A0A139WHD2","Haloacid dehalogenase-like hydrolase","Y",892810,"A",-0.0721178359269605,0,1,1,0,1
"14102","g22995",18.3885714285714,11.615,20.7171428571429,11.395,"scaffold_148",3534,"ANPRA_MOUSE,ANPRB_ANGJA","A0A158P0M1,X1WJ81","Adenylate and Guanylate cyclase catalytic domain,Protein tyrosine kinase,Receptor family ligand binding region","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14103","g22996",3.42714285714286,2.29666666666667,3.66142857142857,2.30166666666667,"scaffold_148",3023,"PMS1_HUMAN","A0A482XPL3","DNA mismatch repair protein, C-terminal domain,Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","Y",892810,"A",-0.0721178359269605,0,0,0,0,0
"14104","g22997",1.34428571428571,1.075,0.851428571428571,0.601666666666667,"scaffold_148",245,NA,NA,NA,"N",892810,"A",-0.0721178359269605,0,0,0,0,0
"14105","g22998",0.235714285714286,0.338333333333333,3.15857142857143,2.99833333333333,"scaffold_1135",303,NA,NA,NA,"N",19955,"A",-2.890705,0,0,0,0,0
"14106","g22999",0.18,0.173333333333333,0.0157142857142857,0.015,"scaffold_1200",447,NA,NA,NA,"N",18404,"A",0.3738647,0,0,0,0,0
"14107","g23",288.72,265.631666666667,284.15,267.01,"scaffold_93",1457,"F26L_CHICK","J9JNN0","6-phosphofructo-2-kinase,Histidine phosphatase superfamily (branch 1)","Y",1182508,"A",0.201287524430213,0,0,0,0,0
"14108","g230",23.6442857142857,23.0266666666667,21.6128571428571,23.21,"scaffold_137",5222,"IPO4_HUMAN","E2C8S3","Importin-beta N-terminal domain","Y",931543,"A",0.0607697177248368,0,0,0,0,0
"14109","g2300",136.495714285714,145.445,143.545714285714,136.408333333333,"scaffold_562",638,"EIF3K_BOMMO","J9JIQ2","CSN8/PSMD8/EIF3K family","Y",181844,"A",-0.0806414106487191,0,0,0,0,0
"14110","g23000",0.384285714285714,0.431666666666667,0,0,"scaffold_1382",211,NA,NA,NA,"N",14997,"A",0.601486,NA,NA,NA,NA,NA
"14111","g23001",0.231428571428571,0.698333333333333,0.985714285714286,2.47,"scaffold_1382",952,NA,NA,NA,"N",14997,"A",0.601486,0,0,-1,0,0
"14112","g2301",2.57857142857143,4.21666666666667,1.87142857142857,3.64333333333333,"scaffold_562",1433,"SPTC2_RAT","T1PIW1","Aminotransferase class I and II","Y",181844,"A",-0.0806414106487191,0,0,0,0,0
"14113","g23016",6.75428571428571,18.7233333333333,9.91142857142857,23.0233333333333,"scaffold_1408",257,NA,NA,NA,"N",14599,"A",0.110662,0,0,0,0,0
"14114","g23017",0,0,0,0,"scaffold_802",262,NA,NA,NA,"N",45721,"A",-1.40980834447297,NA,NA,NA,NA,NA
"14115","g23018",0.00714285714285714,0.0166666666666667,0,0.035,"scaffold_82",785,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14116","g23019",0.901428571428571,0.81,0,0,"scaffold_82",296,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14117","g2302",0.291428571428571,0.64,0,0,"scaffold_562",659,NA,NA,NA,"N",181844,"A",-0.0806414106487191,0,0,0,0,0
"14118","g23020",1.58285714285714,1.37833333333333,0,0,"scaffold_82",296,NA,NA,NA,"N",1220856,"A",-0.131134994152645,1,0,1,1,0
"14119","g23021",0,0,0,0.0316666666666667,"scaffold_82",321,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14120","g23022",24.8528571428571,20.9816666666667,22.9614285714286,18.1566666666667,"scaffold_82",1356,NA,"J9JQF1",NA,"Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14121","g23023",3.27428571428571,1.29333333333333,0.664285714285714,0.418333333333333,"scaffold_82",274,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,1,0,0
"14122","g23024",1.92,0.0433333333333333,1.43714285714286,0.055,"scaffold_82",281,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,1,1,0,0
"14123","g23025",0,0,0,0,"scaffold_82",202,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14124","g23026",40.0971428571429,18.1483333333333,40.9242857142857,16.445,"scaffold_82",1369,"COLL1_DROME",NA,"Collagen triple helix repeat (20 copies)","Y",1220856,"A",-0.131134994152645,0,0,1,0,1
"14125","g23027",0,0,0,0,"scaffold_82",256,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14126","g23028",0.0914285714285714,0,0.0128571428571429,0,"scaffold_82",545,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14127","g23029",0.00571428571428571,0.0116666666666667,0,0,"scaffold_82",899,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14128","g2303",8.96,1.355,1.97142857142857,0.838333333333333,"scaffold_562",217,NA,NA,NA,"N",181844,"A",-0.0806414106487191,0,0,0,0,0
"14129","g23030",1.31571428571429,4.47833333333333,0.738571428571429,4.775,"scaffold_82",417,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,-1
"14130","g23031",33.5114285714286,35.9966666666667,32.4685714285714,35.8533333333333,"scaffold_82",1172,"PAF1_DANRE","A0A067R1H5","Paf1","Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14131","g23032",28.6185714285714,37.6916666666667,25.5142857142857,36.8066666666667,"scaffold_82",486,"PTRD1_BOVIN","A0A3S2PJV5","Peptidyl-tRNA hydrolase PTH2","Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14132","g23033",7.28,8.94333333333333,6.80714285714286,8.33,"scaffold_82",842,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14133","g23034",0.878571428571429,0.675,0.758571428571429,1.22333333333333,"scaffold_82",323,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14134","g23035",0,0,0,0,"scaffold_82",389,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14135","g23036",0.207142857142857,0.191666666666667,0.131428571428571,0.24,"scaffold_82",649,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14136","g23037",0.702857142857143,0.77,0.702857142857143,0.88,"scaffold_82",1985,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14137","g23038",0.0785714285714286,0.0666666666666667,0.0771428571428572,0.0833333333333333,"scaffold_82",1934,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14138","g23039",0.455714285714286,0.595,0.577142857142857,0.743333333333333,"scaffold_82",2024,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14139","g2304",0,0.175,0.0685714285714286,0.0883333333333333,"scaffold_562",224,NA,NA,NA,"N",181844,"A",-0.0806414106487191,NA,NA,NA,NA,NA
"14140","g23040",0.712857142857143,0.603333333333333,0.581428571428571,0.72,"scaffold_82",2012,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14141","g23041",0.257142857142857,0.395,0.15,0.383333333333333,"scaffold_82",2003,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14142","g23042",0.0485714285714286,0.113333333333333,0.0471428571428571,0.143333333333333,"scaffold_82",1454,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,0,0
"14143","g23043",0.0214285714285714,0.0216666666666667,0.0185714285714286,0.0366666666666667,"scaffold_82",1187,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14144","g23044",6.45428571428571,12.535,4.96571428571429,10.1883333333333,"scaffold_82",3407,"AT2B3_HUMAN","J9K048","Plasma membrane calcium transporter ATPase C terminal,haloacid dehalogenase-like hydrolase,Cation transporter/ATPase, N-terminus,E1-E2 ATPase,Cation transport ATPase (P-type),Cation transporting ATPase, C-terminus","Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14145","g23045",0,0,0,0,"scaffold_82",235,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14146","g23046",0.0214285714285714,0.01,0.115714285714286,0.05,"scaffold_82",1382,NA,"A0A139WIB9","Integrase zinc binding domain,Integrase core domain","Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14147","g23047",1.61714285714286,6.45333333333333,1.92285714285714,6.41833333333333,"scaffold_82",5822,"PLXA2_MOUSE","D6W8D3","TIG domain,Plexin repeat,IPT/TIG domain,Sema domain,TIG domain found in plexin,Plexin cytoplasmic RasGAP domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14148","g23048",0.797142857142857,4.18,0.181428571428571,2.35833333333333,"scaffold_82",5411,"PLXA4_HUMAN","A0A482WJJ4","IPT/TIG domain,TIG domain found in plexin,Sema domain,TIG domain,Plexin repeat,Plexin cytoplasmic RasGAP domain","Y",1220856,"A",-0.131134994152645,0,-1,0,0,-1
"14149","g23049",0.505714285714286,2.35,0.0942857142857143,1.89333333333333,"scaffold_82",4070,"PLXA4_HUMAN","D6W8D3","IPT/TIG domain,Sema domain,Plexin cytoplasmic RasGAP domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14150","g2305",1.33285714285714,6.135,0.0957142857142857,5.83333333333333,"scaffold_562",470,NA,NA,NA,"N",181844,"A",-0.0806414106487191,0,-1,-1,0,-1
"14151","g23050",0.151428571428571,0.78,0.0485714285714286,0.758333333333333,"scaffold_82",5047,"PLXA4_HUMAN","A0A482WJJ4","Plexin cytoplasmic RasGAP domain,IPT/TIG domain,Sema domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14152","g23051",0.128571428571429,0.781666666666667,0.0542857142857143,1.68,"scaffold_82",530,"PLXA3_RAT","T1HE73","Plexin cytoplasmic RasGAP domain","Y",1220856,"A",-0.131134994152645,0,0,-1,0,-1
"14153","g23052",16.5457142857143,82.4983333333333,1.17142857142857,55.7216666666667,"scaffold_82",1436,NA,"A0A2P8ZPQ6","TIG domain found in plexin,Plexin repeat","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14154","g23053",0.215714285714286,1.31333333333333,0.0328571428571429,0.65,"scaffold_82",5309,"PLXA2_HUMAN","J9K4Q6","Plexin cytoplasmic RasGAP domain,Sema domain,TIG domain,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,0,0,-1
"14155","g23054",0.842857142857143,2.45833333333333,0,0,"scaffold_82",283,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,1,0
"14156","g23055",0.338571428571429,0.793333333333333,0,0,"scaffold_82",395,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,0,1,0
"14157","g23056",0.51,1.10166666666667,0,0,"scaffold_82",288,NA,NA,NA,"N",1220856,"A",-0.131134994152645,0,0,1,1,0
"14158","g23057",0.71,3.56333333333333,0.171428571428571,1.70333333333333,"scaffold_82",2438,"PLXA4_HUMAN","D6W8D3,A0A482WJJ4","TIG domain,TIG domain found in plexin,Sema domain,IPT/TIG domain,Plexin cytoplasmic RasGAP domain,Plexin repeat","Y",1220856,"A",-0.131134994152645,0,-1,0,0,-1
"14159","g23058",0.195714285714286,0.833333333333333,0.0942857142857143,1.26166666666667,"scaffold_82",5411,"PLXA4_HUMAN","A0A482WJJ4","IPT/TIG domain,Sema domain,Plexin cytoplasmic RasGAP domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14160","g23059",0.262857142857143,1.895,0.362857142857143,5.68,"scaffold_82",5438,"PLXA4_HUMAN","A0A482WJJ4","Plexin cytoplasmic RasGAP domain,IPT/TIG domain,Sema domain,TIG domain found in plexin","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14161","g2306",9.12571428571429,20.4933333333333,7.33285714285714,13.3,"scaffold_843",366,NA,NA,NA,"N",37137,"A",0.0951708541449852,0,0,0,0,0
"14162","g23060",0.434285714285714,2.02833333333333,0.215714285714286,3.17833333333333,"scaffold_82",4514,"FGFR1_DROME","A0A482WJJ4","Protein tyrosine kinase,Sema domain,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14163","g23061",0.338571428571429,1.65,0.0385714285714286,0.565,"scaffold_82",5738,"FGFR3_XENLA","J9K4Q6","Protein tyrosine kinase,TIG domain found in plexin,Plexin repeat,TIG domain,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,0,0,-1
"14164","g23062",0.0428571428571429,0.343333333333333,0.08,1.18833333333333,"scaffold_82",4360,"FGFR1_DROME","J9K4Q6","TIG domain,IPT/TIG domain,Sema domain,Protein tyrosine kinase","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14165","g23063",0.132857142857143,0.735,0.05,1.05333333333333,"scaffold_82",10037,"PLXA4_HUMAN","A0A482WJJ4","Protein tyrosine kinase,TIG domain,Plexin cytoplasmic RasGAP domain,TIG domain found in plexin,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14166","g23064",0.0285714285714286,0.0816666666666667,0.00714285714285714,0.11,"scaffold_82",2624,"PLXA3_DANRE","A0A482WJJ4","IPT/TIG domain,Sema domain","Y",1220856,"A",-0.131134994152645,0,0,0,0,-1
"14167","g23065",0.182857142857143,0.745,0.111428571428571,1.82166666666667,"scaffold_82",4670,"FGFR1_DROME","J9K4Q6","IPT/TIG domain,Sema domain,Protein tyrosine kinase","Y",1220856,"A",-0.131134994152645,0,0,-1,0,-1
"14168","g23066",0.155714285714286,1.02166666666667,0.0714285714285714,1.44166666666667,"scaffold_82",4646,"FGFR1_DROME","A0A482WJJ4","TIG domain,Sema domain,Plexin repeat,Protein tyrosine kinase,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14169","g23067",0.167142857142857,1.27,0.0742857142857143,1.53833333333333,"scaffold_82",4106,"FGFR1_DROME","A0A482XBJ6","Protein tyrosine kinase,Sema domain,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14170","g23068",0.378571428571429,1.57,0.0614285714285714,1.41333333333333,"scaffold_82",7394,"FGFR1_DROME","A0A482WJJ4","TIG domain found in plexin,Sema domain,Protein tyrosine kinase,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14171","g23069",0.761428571428571,3.39666666666667,0.168571428571429,3.17,"scaffold_82",3220,"FGFR1_DROME","A0A482XBJ6","Protein tyrosine kinase,IPT/TIG domain,Sema domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14172","g2307",1.16428571428571,0,0.0957142857142857,0,"scaffold_843",478,NA,NA,NA,"N",37137,"A",0.0951708541449852,0,0,0,0,0
"14173","g23070",0.598571428571429,2.505,0.09,1.72333333333333,"scaffold_82",3898,"FGFR1_HUMAN","A0A1W4X2U0","IPT/TIG domain,Protein tyrosine kinase,Sema domain","Y",1220856,"A",-0.131134994152645,0,-1,-1,0,-1
"14174","g23071",0.201428571428571,0.593333333333333,0,0.0666666666666667,"scaffold_82",3461,"FGFR3_DANRE","A0A482XBJ6","Sema domain,Protein tyrosine kinase,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14175","g23072",1.27142857142857,10.325,0.0185714285714286,0.0533333333333333,"scaffold_82",710,NA,"A0A212FDA2","IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,1,1,0
"14176","g23073",0.0171428571428571,0,0,0,"scaffold_82",844,NA,NA,NA,"N",1220856,"A",-0.131134994152645,NA,NA,NA,NA,NA
"14177","g23074",0.124285714285714,0.435,0.00428571428571429,0.0683333333333333,"scaffold_82",5355,"FGFR3_DANRE","A0A482WJJ4","Protein tyrosine kinase,Sema domain,TIG domain,TIG domain found in plexin,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,-1,0,0,-1
"14178","g23075",3.64285714285714,3.30333333333333,4.04285714285714,3.54,"scaffold_82",5828,"PLXA4_HUMAN","A0A482WJJ4","TIG domain found in plexin,Sema domain,Plexin repeat,TIG domain,Plexin cytoplasmic RasGAP domain,IPT/TIG domain","Y",1220856,"A",-0.131134994152645,0,0,0,0,0
"14179","g23076",0.0471428571428571,0.343333333333333,0.06,0,"scaffold_895",250,NA,NA,NA,"N",31466,"A",-2.80101071376843,NA,NA,NA,NA,NA
"14180","g23077",0,0,0,0,"scaffold_895",203,NA,NA,NA,"N",31466,"A",-2.80101071376843,NA,NA,NA,NA,NA
"14181","g23078",0,0,0,0,"scaffold_895",364,NA,NA,NA,"N",31466,"A",-2.80101071376843,NA,NA,NA,NA,NA
"14182","g23079",0,0,0,0,"scaffold_895",342,NA,NA,NA,"N",31466,"A",-2.80101071376843,NA,NA,NA,NA,NA
"14183","g2308",0,0,0,0,"scaffold_843",262,NA,NA,NA,"N",37137,"A",0.0951708541449852,NA,NA,NA,NA,NA
"14184","g23080",0,0,0,0,"scaffold_895",203,NA,NA,NA,"N",31466,"A",-2.80101071376843,NA,NA,NA,NA,NA
"14185","g23081",0,0,0,0,"scaffold_441",228,NA,NA,NA,"N",279572,"A",0.218266975127205,NA,NA,NA,NA,NA
"14186","g23082",6.48428571428571,3.01,6.89428571428571,2.95166666666667,"scaffold_441",1591,"CHN_DROME","A0A482W9P0","Zinc finger, C2H2 type","Y",279572,"A",0.218266975127205,0,0,0,0,0
"14187","g23083",25.7857142857143,31.2383333333333,24.8257142857143,32.0316666666667,"scaffold_441",2053,"HSF_DROME","A0A2A4JZ31","HSF-type DNA-binding","Y",279572,"A",0.218266975127205,0,0,0,0,0
"14188","g23084",25.8871428571429,24.635,27.5371428571429,25.635,"scaffold_441",815,"METL5_HUMAN","F1NZ60","SOSS complex subunit C,Ribosomal protein L11 methyltransferase (PrmA)","Y",279572,"A",0.218266975127205,0,0,0,0,0
"14189","g23085",28.5014285714286,28.3666666666667,29.83,28.3933333333333,"scaffold_441",1267,"DMAP1_MOUSE","A0A482WS83","DNA methyltransferase 1-associated protein 1 (DMAP1),SANT/Myb-like domain of DAMP1","Y",279572,"A",0.218266975127205,0,0,0,0,0
"14190","g23086",16.8514285714286,17.3033333333333,18.8685714285714,16.3133333333333,"scaffold_441",1421,"EDL10_ARATH","T1IBH2","Sugar (and other) transporter","Y",279572,"A",0.218266975127205,0,0,0,0,0
"14191","g23087",2.07714285714286,0.466666666666667,2.66142857142857,0.468333333333333,"scaffold_441",304,NA,NA,NA,"N",279572,"A",0.218266975127205,0,0,0,0,1
"14192","g23088",43.1942857142857,45.6483333333333,37.7928571428571,44.3433333333333,"scaffold_441",779,"ELOVL_DROME","J9L758","GNS1/SUR4 family","Y",279572,"A",0.218266975127205,0,0,0,0,0
