"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"1657","g4033",-3.64821784578275,0.867524320254677,-5.75797401170677,2.23690285475257e-06,2.11581040691232e-05,"MB",3321,"scaffold_573","VGFR4_DANRE","J9JQ98","PF07679;PF00047;PF13927;PF07714","Immunoglobulin I-set domain; Immunoglobulin domain; Immunoglobulin domain; Protein tyrosine kinase","IPR013098;IPR013151;IPR001245","Immunoglobulin I-set; Immunoglobulin; Serine-threonine/tyrosine-protein kinase, catalytic domain","GO:0004672;GO:0006468","Y"
"1658","g20494",-1.7343842121678,2.52403598540906,-5.75383680299615,2.26111190617612e-06,2.13664373874084e-05,"MB",4388,"scaffold_113","NRX1A_HUMAN","T1HU00","PF00008;PF02210","EGF-like domain; Laminin G domain","IPR000742;IPR001791","EGF-like domain; Laminin G domain",NA,"Y"
"1659","g14834",2.15781398767323,1.88302001671975,5.75374479520966,2.26165505172657e-06,2.13664373874084e-05,"FB",1201,"scaffold_361","B4GT7_HUMAN","A0A1J1HPQ6","PF02709;PF13733","N-terminal domain of galactosyltransferase; N-terminal region of glycosyl transferase group 7","IPR027791;IPR027995","Galactosyltransferase, C-terminal; Galactosyltransferase, N-terminal",NA,"Y"
"1660","g9788",2.93114216146562,2.14558377742971,5.75029097188642,2.28214267091438e-06,2.15470012537597e-05,"FB",2842,"scaffold_47",NA,NA,NA,NA,NA,NA,NA,"N"
"1661","g21487",-1.90198698684313,0.56624722507607,-5.7497643020504,2.28527949106312e-06,2.156362761194e-05,"MB",973,"scaffold_409","HS3S5_MOUSE","E1ZZA7","PF00685","Sulfotransferase domain","IPR000863","Sulfotransferase domain","GO:0008146","Y"
"1662","g2986",-2.06704181139253,2.03858823708806,-5.74704193427872,2.30158041841241e-06,2.17043741863885e-05,"MB",1091,"scaffold_366","LIPP_MYOCO","J9LEB2","PF00151","Lipase","IPR013818","Lipase/vitellogenin",NA,"Y"
"1663","g13062",2.21971503785216,5.53652951166057,5.74653519854898,2.3046275981736e-06,2.17200410981208e-05,"FB",1285,"scaffold_13","TSAL_GEOSL","T1I4J3","PF00291;PF01842","Pyridoxal-phosphate dependent enzyme; ACT domain","IPR001926;IPR002912","Pyridoxal-phosphate dependent enzyme; ACT domain",NA,"Y"
"1664","g833",2.96373950485249,2.7461327219016,5.74571673469635,2.30956190723298e-06,2.17534638053261e-05,"FB",577,"scaffold_127",NA,NA,NA,NA,NA,NA,NA,"N"
"1665","g23047",1.91148702656549,4.25553722596866,5.74110242002979,2.33755411261427e-06,2.20038952594615e-05,"FB",5822,"scaffold_82","PLXA2_MOUSE","D6W8D3","PF17960;PF01437;PF01833;PF01403;PF18020;PF08337","TIG domain; Plexin repeat; IPT/TIG domain; Sema domain; TIG domain found in plexin; Plexin cytoplasmic RasGAP domain","IPR041019;IPR002165;IPR002909;IPR001627;IPR041362;IPR013548","Plexin, TIG domain 1; Plexin repeat; IPT domain; Sema domain; Plexin, TIG domain 2; Plexin, cytoplasmic RasGAP domain","GO:0005515","Y"
"1666","g1320",-1.70073439069409,5.08042204928502,-5.73946642876279,2.34756225967249e-06,2.20848399134736e-05,"MB",2791,"scaffold_274","TMTC1_HUMAN","J9KBD8","PF13181;PF08409","Tetratricopeptide repeat; Domain of unknown function (DUF1736)","IPR019734;IPR013618","Tetratricopeptide repeat; Domain of unknown function DUF1736","GO:0005515","Y"
"1667","g22312",3.12438483449697,-0.580464405568177,5.73419645091053,2.38010656056795e-06,2.23643367928176e-05,"FB",289,"scaffold_650",NA,NA,NA,NA,NA,NA,NA,"N"
"1668","g13340",2.54845921444072,3.71743915942286,5.73419179345407,2.38012593443627e-06,2.23643367928176e-05,"FB",987,"scaffold_15","OXDD_HUMAN","A0A482XQ42","PF01266","FAD dependent oxidoreductase","IPR006076","FAD dependent oxidoreductase","GO:0016491;GO:0055114","Y"
"1669","g11386",-2.81228629252308,1.02188967535244,-5.73176520858148,2.39526110742556e-06,2.24930661094552e-05,"MB",2523,"scaffold_95",NA,"A0A3M7R5S4","PF09820;PF00076","Predicted AAA-ATPase; RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","IPR018631;IPR000504","AAA-ATPase-like domain; RNA recognition motif domain","GO:0003676","Y"
"1670","g11900",4.37841448148577,0.224417255836797,5.73125653047945,2.39908552182896e-06,2.25154894512726e-05,"FB",2043,"scaffold_74",NA,NA,NA,NA,NA,NA,NA,"N"
"1671","g34",-1.691502684109,0.973376240671829,-5.73053622217189,2.40296123180919e-06,2.25383670772863e-05,"MB",242,"scaffold_93",NA,NA,NA,NA,NA,NA,NA,"N"
"1672","g10513",2.711884478165,1.71644514203126,5.72593599752463,2.43201369250087e-06,2.2797219259908e-05,"FB",3067,"scaffold_103",NA,NA,NA,NA,NA,NA,NA,"N"
"1673","g2777",2.88654807467423,4.24332319953587,5.72556776243567,2.43435635909943e-06,2.28055392804336e-05,"FB",415,"scaffold_51",NA,NA,NA,NA,NA,NA,NA,"N"
"1674","g15868",-4.28633368916689,5.91978591474247,-5.71329115442589,2.5142651089163e-06,2.35400699235634e-05,"MB",1017,"scaffold_187",NA,NA,"PF16086","Domain of unknown function (DUF4816)","IPR032134","Protein of unknown function DUF4816",NA,"Y"
"1675","g8355",-3.02940809406196,1.54266569390345,-5.71254777021022,2.51860576240137e-06,2.35666317099204e-05,"MB",872,"scaffold_275",NA,NA,"PF00644","Poly(ADP-ribose) polymerase catalytic domain","IPR012317","Poly(ADP-ribose) polymerase, catalytic domain","GO:0003950","Y"
"1676","g19520",1.84610655299784,5.59548725100029,5.71196731549994,2.52242293317458e-06,2.35882664866619e-05,"FB",1501,"scaffold_7","C6A14_DROME","A0A2J7PZW5","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"1677","g11579",1.64034623426245,5.27407647807663,5.71078285956931,2.53024365995886e-06,2.36472921183872e-05,"FB",788,"scaffold_65",NA,NA,"PF01395","PBP/GOBP family","IPR006170","Pheromone/general odorant binding protein","GO:0005549","Y"
"1678","g22663",3.59578558319645,1.74490685050183,5.70173637090121,2.59086981750851e-06,2.41994652263474e-05,"FB",1653,"scaffold_6",NA,"A0A139WIW7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"1679","g3837",-3.34483441227055,-1.93351815265592,-5.69643559391279,2.62697615039876e-06,2.45220948214412e-05,"MB",1111,"scaffold_31",NA,NA,NA,NA,NA,NA,NA,"N"
"1680","g21172",2.33467984315913,0.657427828750794,5.69352005849948,2.64704818555708e-06,2.46947536977596e-05,"FB",860,"scaffold_98",NA,NA,NA,NA,NA,NA,NA,"N"
"1681","g11325",-3.58619285476465,5.57503351052388,-5.6929958603688,2.65075879391259e-06,2.47146594747127e-05,"MB",2183,"scaffold_406",NA,NA,NA,NA,NA,NA,NA,"N"
"1682","g6034",-2.29473821537996,2.53015667409028,-5.69176565107865,2.65921990478081e-06,2.47788071151187e-05,"MB",583,"scaffold_656",NA,NA,NA,NA,NA,NA,NA,"N"
"1683","g10034",-1.60360055904653,8.04187038620706,-5.68937510732899,2.67589609168696e-06,2.49189625704813e-05,"MB",2150,"scaffold_53","ABCGN_DICDI","J9M7A0","PF00005;PF12698","ABC transporter; ABC-2 family transporter protein","IPR003439","ABC transporter-like","GO:0005524;GO:0016887","Y"
"1684","g21075",-2.06283798793026,0.907078650572525,-5.68915440492453,2.67744101120976e-06,2.49189625704813e-05,"MB",825,"scaffold_371",NA,"A0A482WUV2","PF13895;PF07679","Immunoglobulin domain; Immunoglobulin I-set domain","IPR007110;IPR013098","Immunoglobulin-like domain; Immunoglobulin I-set",NA,"Y"
"1685","g10978",3.36836746443979,1.28574629722922,5.68824346675884,2.68386241444449e-06,2.49639024460466e-05,"FB",746,"scaffold_1",NA,NA,NA,NA,NA,NA,NA,"N"
"1686","g13077",2.46992381271432,0.678700107758757,5.68728549141385,2.69055974787148e-06,2.50113540500532e-05,"FB",1229,"scaffold_13",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"1687","g18737",2.61460372855756,-0.280455430443912,5.6853771307434,2.70402261076115e-06,2.51216042551628e-05,"FB",604,"scaffold_114",NA,NA,NA,NA,NA,NA,NA,"N"
"1688","g17536",2.44292424649453,0.0844491702436582,5.68261708587839,2.72361344556947e-06,2.52886217609066e-05,"FB",1219,"scaffold_41",NA,"A0A3M0KRG7",NA,NA,NA,NA,NA,"Y"
"1689","g5267",1.72822850432596,5.77717794538327,5.68200087870717,2.72800680904239e-06,2.53144172398587e-05,"FB",1624,"scaffold_317","PUR1_DROME","K7IQ47","PF13522;PF00156","Glutamine amidotransferase domain; Phosphoribosyl transferase domain","IPR000836","Phosphoribosyltransferase domain","GO:0009116","Y"
"1690","g23629",-3.56410963824756,-1.09751530824547,-5.68071991584031,2.73723999366759e-06,2.53850665211551e-05,"MB",1468,"scaffold_497","MYRO1_BREBR","A0A2J7PTJ0","PF00232","Glycosyl hydrolase family 1","IPR001360","Glycoside hydrolase family 1","GO:0004553;GO:0005975","Y"
"1691","g18780",1.82586464083154,4.44107507677437,5.67650726240798,2.76749349766408e-06,2.56504586569421e-05,"FB",571,"scaffold_114",NA,NA,NA,NA,NA,NA,NA,"N"
"1692","g9112",2.90123629650403,0.439805736436446,5.67570147082759,2.77333733631272e-06,2.56894303026177e-05,"FB",1937,"scaffold_205",NA,NA,NA,NA,NA,NA,NA,"N"
"1693","g5778",3.22805543026131,-0.192409878204624,5.67531152862708,2.77618450909374e-06,2.56978518161494e-05,"FB",1587,"scaffold_255",NA,NA,NA,NA,NA,NA,NA,"N"
"1694","g2084",1.6968692376133,5.82498779362964,5.67500249133496,2.77840981363169e-06,2.56978518161494e-05,"FB",758,"scaffold_126","GST1C_ANOGA","A1ZB72","PF13417;PF00043","Glutathione S-transferase, N-terminal domain; Glutathione S-transferase, C-terminal domain","IPR004045;IPR004046","Glutathione S-transferase, N-terminal; Glutathione S-transferase, C-terminal","GO:0005515","Y"
"1695","g4585",3.93609348464729,-1.69242811121424,5.67493412580321,2.77916536900232e-06,2.56978518161494e-05,"FB",713,"scaffold_671",NA,NA,"PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"1696","g11343",2.79550575576628,2.41018387279984,5.67431331868909,2.78342580585412e-06,2.57220711410092e-05,"FB",2351,"scaffold_151",NA,NA,NA,NA,NA,NA,NA,"N"
"1697","g23058",3.55661977144627,0.548669062036599,5.66962608591316,2.81784767764984e-06,2.60248241908109e-05,"FB",5411,"scaffold_82","PLXA4_HUMAN","A0A482WJJ4","PF01833;PF01403;PF08337","IPT/TIG domain; Sema domain; Plexin cytoplasmic RasGAP domain","IPR002909;IPR001627;IPR013548","IPT domain; Sema domain; Plexin, cytoplasmic RasGAP domain","GO:0005515","Y"
"1698","g18377",3.59590239045992,-1.81560814315805,5.66528389825274,2.8500600972696e-06,2.63068267988849e-05,"FB",2075,"scaffold_566",NA,"S6A3C6","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"1699","g22624",3.19212391205907,-1.28812221273622,5.66062362751506,2.88495831795616e-06,2.65992724298551e-05,"FB",848,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"1700","g11901",4.38303880782159,-0.315010306923541,5.66070755120325,2.88513769736194e-06,2.65992724298551e-05,"FB",2167,"scaffold_74",NA,NA,NA,NA,NA,NA,NA,"N"
"1701","g7098",2.18879777590232,1.38359599017891,5.64609746821412,2.9967542806857e-06,2.75995880712128e-05,"FB",1412,"scaffold_79","C1139_DROME","A0A232FA51","PF01490","Transmembrane amino acid transporter protein","IPR013057","Amino acid transporter, transmembrane domain",NA,"Y"
"1702","g2240",-2.33516701748248,9.51957626350403,-5.64604568461687,2.99716065189844e-06,2.75995880712128e-05,"MB",1768,"scaffold_14",NA,"J9K7R3","PF06585;PF08212","Haemolymph juvenile hormone binding protein (JHBP); Lipocalin-like domain","IPR010562;IPR000566","Haemolymph juvenile hormone binding; Lipocalin/cytosolic fatty-acid binding domain",NA,"Y"
"1703","g17496",2.20626395997337,1.57271866490177,5.64486478801486,3.00644193621336e-06,2.76687988645168e-05,"FB",1705,"scaffold_41","SPOPB_XENLA","N6U5F7","PF00651","BTB/POZ domain","IPR000210","BTB/POZ domain","GO:0005515","Y"
"1704","g3908",-3.25723303833033,-0.949566487626916,-5.64219723220253,3.02754078973193e-06,2.78466237074346e-05,"MB",653,"scaffold_104",NA,NA,NA,NA,NA,NA,NA,"N"
"1705","g2685",3.63923382048459,-1.79322021288754,5.64034075471535,3.0423848332339e-06,2.79667433966422e-05,"FB",370,"scaffold_1958",NA,NA,NA,NA,NA,NA,NA,"N"
"1706","g7332",1.83831909218271,7.8802878704423,5.63997589642896,3.04517634718138e-06,2.79759958319893e-05,"FB",1572,"scaffold_149","TRE12_DROSE","A0A2P8YT21","PF00083","Sugar (and other) transporter","IPR005828","Major facilitator,  sugar transporter-like","GO:0016021;GO:0022857;GO:0055085","Y"
"1707","g15152",-1.74838672182077,3.87553437781534,-5.63795540901561,3.06133140856459e-06,2.81079362427843e-05,"MB",3662,"scaffold_76","CA2D4_HUMAN","J9K4F6","PF13768;PF08399;PF08473","von Willebrand factor type A domain; VWA N-terminal; Neuronal voltage-dependent calcium channel alpha 2acd","IPR002035;IPR013608;IPR013680","von Willebrand factor, type A; VWA N-terminal; Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region",NA,"Y"
"1708","g22331",-1.55646599131481,9.02902323225261,-5.63141112156035,3.11425376401139e-06,2.85646389867595e-05,"MB",3160,"scaffold_30","IPO7_MOUSE","A0A067RFD7","PF08506;PF03810","Cse1; Importin-beta N-terminal domain","IPR013713;IPR001494","Exportin-2, central domain; Importin-beta, N-terminal domain","GO:0006886;GO:0008536","Y"
"1709","g6086",-1.45769730134287,5.19020203755083,-5.63135426945228,3.11471754152823e-06,2.85646389867595e-05,"MB",5848,"scaffold_5",NA,"A0A482X2I7","PF00621;PF00595;PF00168","RhoGEF domain; PDZ domain; C2 domain","IPR000219;IPR001478;IPR000008","Dbl homology (DH) domain; PDZ domain; C2 domain","GO:0005089;GO:0035023;GO:0005515","Y"
"1710","g19877",2.56754114223644,3.54038268831811,5.63009619269188,3.12499874354915e-06,2.86421668465765e-05,"FB",2147,"scaffold_210",NA,NA,NA,NA,NA,NA,NA,"N"
"1711","g4847",2.46246577130699,1.67928024681753,5.62946129891136,3.13019973039047e-06,2.86730685998889e-05,"FB",1957,"scaffold_304",NA,"D6WQG5","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"1712","g10783",3.24745172710033,0.444826760152415,5.62721008254404,3.14873917260747e-06,2.88260450071711e-05,"FB",1355,"scaffold_270","B4GA1_DANRE","A0A2P8YKN9","PF13896","Glycosyl-transferase for dystroglycan",NA,NA,NA,"Y"
"1713","g17879",-4.23978433563418,3.72147537053359,-5.62479240955799,3.16939882377616e-06,2.89982415441003e-05,"MB",1559,"scaffold_146","C4AE1_DROME","J9JU30","PF00067","Cytochrome P450","IPR001128","Cytochrome P450","GO:0005506;GO:0016705;GO:0020037;GO:0055114","Y"
"1714","g1753",-2.38755868677178,5.5621899102821,-5.6230334906124,3.18335307256863e-06,2.91089222324201e-05,"MB",1752,"scaffold_199","PCE_TACTR","J9JWM7","PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"1715","g5331",-2.08397194009991,7.95958852232226,-5.62141491624837,3.1968805233573e-06,2.92155734359061e-05,"MB",1240,"scaffold_325",NA,"A0A482XID1","PF00379","Insect cuticle protein","IPR000618","Insect cuticle protein","GO:0042302","Y"
"1716","g13094",-1.7469503794214,1.84843659250835,-5.61990860048594,3.20952198453588e-06,2.93140081955891e-05,"MB",773,"scaffold_13",NA,NA,NA,NA,NA,NA,NA,"N"
"1717","g4632",2.83682845813198,0.529982509014211,5.61866193817118,3.22002560344458e-06,2.939281379312e-05,"FB",1539,"scaffold_383",NA,NA,NA,NA,NA,NA,NA,"N"
"1718","g5579",3.59664304271638,-1.05415913270174,5.61610674485212,3.24176336169313e-06,2.95740146494857e-05,"FB",1542,"scaffold_530",NA,NA,NA,NA,NA,NA,NA,"N"
"1719","g8117",2.67137587839222,2.87260552404054,5.61549492419288,3.24685534602045e-06,2.95881418500494e-05,"FB",1070,"scaffold_506",NA,"J9K2X5",NA,NA,NA,NA,NA,"Y"
"1720","g10200",-3.36835872544903,-1.86500156442336,-5.61547296266782,3.24708760174089e-06,2.95881418500494e-05,"MB",1132,"scaffold_72",NA,NA,NA,NA,NA,NA,NA,"N"
"1721","g3280",1.51146746021175,7.39723077921863,5.61033804366229,3.29102885818929e-06,2.99711187067988e-05,"FB",5651,"scaffold_135","GPDM_HUMAN,GPDM_BOVIN","A0A139WHK5,A0A026WSS6","PF13499;PF00078;PF16901;PF01266;PF17919","EF-hand domain pair; Reverse transcriptase (RNA-dependent DNA polymerase); C-terminal domain of alpha-glycerophosphate oxidase; FAD dependent oxidoreductase; RNase H-like domain found in reverse transcriptase","IPR002048;IPR000477;IPR031656;IPR006076;IPR041577","EF-hand domain; Reverse transcriptase domain; Alpha-glycerophosphate oxidase, C-terminal; FAD dependent oxidoreductase; Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain","GO:0005509;GO:0016491;GO:0055114","Y"
"1722","g17354",-1.84562712502057,3.4216700599979,-5.60676645535753,3.32197881471036e-06,3.02354088054329e-05,"MB",1743,"scaffold_296","SCAI_HUMAN","A0A482XT70","PF12070","Protein SCAI","IPR022709","Protein SCAI","GO:0003714;GO:0006351","Y"
"1723","g17542",2.2082693278483,2.64866096336081,5.60643299227927,3.32488344481106e-06,3.02442821999557e-05,"FB",1023,"scaffold_41",NA,NA,"PF12248","Farnesoic acid 0-methyl transferase","IPR022041","Farnesoic acid O-methyl transferase",NA,"Y"
"1724","g17519",2.58538530934367,1.23277919747032,5.60505262337105,3.33693493126497e-06,3.03362999870742e-05,"FB",1420,"scaffold_41",NA,NA,NA,NA,NA,NA,NA,"N"
"1725","g5234",1.64452208272866,6.74329953216504,5.60419273927542,3.34446366312595e-06,3.03871182563322e-05,"FB",208,"scaffold_658",NA,NA,NA,NA,NA,NA,NA,"N"
"1726","g7131",-1.43190867063076,5.09995028104042,-5.60204048286566,3.36338444289126e-06,3.05313328165286e-05,"MB",799,"scaffold_79","CCNC_ANOGA","A0A067QQ27","PF00134;PF16899","Cyclin, N-terminal domain; Cyclin C-terminal domain","IPR006671;IPR031658","Cyclin, N-terminal; Cyclin, C-terminal domain 2",NA,"Y"
"1727","g15079",1.96599810691371,2.77079159603354,5.60178727004084,3.36561756589875e-06,3.05313328165286e-05,"FB",1589,"scaffold_68","ESTE_MYZPE","J9JZB7","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"1728","g7172",-1.924252271768,3.89958210509877,-5.60172349390844,3.36618025310798e-06,3.05313328165286e-05,"MB",819,"scaffold_17",NA,"T1HW99",NA,NA,NA,NA,NA,"Y"
"1729","g425",-1.97223435437364,0.884450916486076,-5.59807522915979,3.39852698839885e-06,3.08068903928139e-05,"MB",880,"scaffold_88",NA,"A0A1A9ZN39","PF00169","PH domain","IPR001849","Pleckstrin homology domain",NA,"Y"
"1730","g14433",-7.34323345768582,-1.87281055687162,-5.59959306778272,3.42330317642876e-06,3.10135437480739e-05,"MB (FC > 5)",1424,"scaffold_344",NA,"A0A2P8XL08","PF04500;PF10551","FLYWCH zinc finger domain; MULE transposase domain","IPR007588;IPR018289","Zinc finger, FLYWCH-type; MULE transposase domain",NA,"Y"
"1731","g3195",4.78060926272518,0.844942652439454,5.5937883475175,3.43925062573919e-06,3.11400202525767e-05,"FB",348,"scaffold_12",NA,NA,NA,NA,NA,NA,NA,"N"
"1732","g23552",-2.43574017056057,2.37936915856519,-5.59027443569002,3.46874852071414e-06,3.13889697258387e-05,"MB",273,"scaffold_85","PSD_DROME","A0A482WPY6","PF17820","PDZ domain","IPR041489","PDZ domain 6",NA,"Y"
"1733","g7721",3.97951897244156,-2.29016704337143,5.58922357148263,3.47871786070665e-06,3.14610184828941e-05,"FB",279,"scaffold_173",NA,NA,NA,NA,NA,NA,NA,"N"
"1734","g19582",-1.37057325521406,5.26928484468549,-5.58821169779164,3.48756044539058e-06,3.15227998042713e-05,"MB",1275,"scaffold_233","LANC2_MOUSE","A0A067RHF6","PF05147","Lanthionine synthetase C-like protein","IPR007822","Lanthionine synthetase C-like",NA,"Y"
"1735","g21444",-1.69085360940584,1.9916880020963,-5.58743402856045,3.49467946315953e-06,3.15689401879535e-05,"MB",3068,"scaffold_348",NA,"T1HZW4","PF08205;PF13927","CD80-like C2-set immunoglobulin domain; Immunoglobulin domain","IPR013162","CD80-like, immunoglobulin C2-set",NA,"Y"
"1736","g12359",-2.27177560785989,3.94999822456122,-5.58694498583968,3.49916384933303e-06,3.1591241365551e-05,"MB",1467,"scaffold_231","CHLE_MOUSE","J9K056","PF00135","Carboxylesterase family","IPR002018","Carboxylesterase, type B",NA,"Y"
"1737","g15710",7.39746245760682,2.81168703349468,5.59100281872747,3.50293337910305e-06,3.16059253314249e-05,"FB (FC > 5)",2111,"scaffold_59","PAO_PSESP","Q8XUN6",NA,NA,NA,NA,NA,"Y"
"1738","g18665",3.52130701331762,0.60061612820407,5.58622686898759,3.50585315540853e-06,3.16059253314249e-05,"FB",876,"scaffold_45",NA,"A0A482XH24","PF00151","Lipase","IPR013818","Lipase/vitellogenin",NA,"Y"
"1739","g18015",3.88740937478862,3.35238752092955,5.58614311231052,3.50684005304331e-06,3.16059253314249e-05,"FB",445,"scaffold_575",NA,NA,NA,NA,NA,NA,NA,"N"
"1740","g4731",3.18896477853718,-0.39306061178307,5.58452614320988,3.52145313480757e-06,3.17193879205971e-05,"FB",1975,"scaffold_181",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
