"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","de","gene_len","seq","blast","diamond","interpro","anno"
"6064","g2337",-0.983974392361024,5.07748914248117,0,0.540483039585751,1,"NS",1264,"scaffold_474","YELL_DROSU","A0A3S2NPK7","Major royal jelly protein","Y"
"6065","g15411",-0.975620093714622,-2.16193397528786,0,0.540788202826442,1,"NS",859,"scaffold_133",NA,NA,"hAT family C-terminal dimerisation region","Y"
"6066","g14676",-0.993856007147959,5.86855817913257,0,0.541412461134215,1,"NS",1412,"scaffold_940","KPCD1_MOUSE","A0A482WK90","Protein kinase domain,PH domain","Y"
"6067","g4500",-0.992926203248824,5.56287849607811,0,0.54155733347831,1,"NS",1111,"scaffold_467","MCES_DROME","D6WKN1","mRNA capping enzyme","Y"
"6068","g9827",-0.985600379703922,1.21944006711965,0,0.542240130107822,1,"NS",699,"scaffold_47",NA,"A0A1W4WH49",NA,"Y"
"6069","g4561",-0.977958176359983,0.690471532448858,0,0.542321769671141,1,"NS",984,"scaffold_479","NMNA1_BOVIN","Q0VD50","Cytidylyltransferase-like","Y"
"6070","g18670",-0.992667764201398,-0.811288963349166,0,0.543464395101656,1,"NS",4419,"scaffold_45","COPIA_DROME","J9KJ72","gag-polypeptide of LTR copia-type,Reverse transcriptase (RNA-dependent DNA polymerase),GAG-pre-integrase domain,Integrase core domain","Y"
"6071","g8353",0.970038977031803,0.094268566730869,0,0.543616526561783,1,"NS",582,"scaffold_275",NA,NA,"Poly(ADP-ribose) polymerase catalytic domain","Y"
"6072","g6315",0.93931714000348,-1.26899850950416,0,0.544678852896797,1,"NS",455,"scaffold_626",NA,"X1WT75",NA,"Y"
"6073","g10600",-0.976954993411095,-0.317627658694703,0,0.545008337925806,1,"NS",209,"scaffold_32",NA,NA,NA,"N"
"6074","g7461",-0.990583870318633,5.00173558354118,0,0.54571382475142,1,"NS",1684,"scaffold_208","APC7_MOUSE","A0A2P8XDG2","Tetratricopeptide repeat","Y"
"6075","g17977",0.99049051086387,7.31898150143105,0,0.546138896371503,1,"NS",628,"scaffold_457",NA,"J9K282","Domain of unknown function (DUF4749)","Y"
"6076","g2078",-0.931353629785281,4.72276338229587,0,0.547026554263102,1,"NS",1039,"scaffold_126","COPIA_DROME","A0A182H8F8,J9KJ72","Reverse transcriptase (RNA-dependent DNA polymerase),gag-polypeptide of LTR copia-type,Zinc knuckle,GAG-pre-integrase domain,Integrase core domain","Y"
"6077","g3354",0.986071246554897,0.750766526791571,0,0.547054382997381,1,"NS",741,"scaffold_733",NA,NA,"FLYWCH zinc finger domain","Y"
"6078","g12793",0.978600406110452,0.124464483445787,0,0.547168675457166,1,"NS",1392,"scaffold_2039",NA,"S6A0P6","Predicted AAA-ATPase","Y"
"6079","g9574",0.991468124541671,6.1472672778407,0,0.547280758578136,1,"NS",2515,"scaffold_343","CMIP_HUMAN","A0A482XKG3",NA,"Y"
"6080","g21607",0.991094575830149,5.80580024191159,0,0.547557718610412,1,"NS",1691,"scaffold_123","S18B1_MOUSE","A0A067QQL9","Major Facilitator Superfamily","Y"
"6081","g10478",0.966473173959904,-0.0728025288723613,0,0.548012325055316,1,"NS",944,"scaffold_23",NA,NA,NA,"N"
"6082","g11440",-0.971977393937868,0.69748764846837,0,0.548151819065588,1,"NS",2141,"scaffold_95",NA,NA,NA,"N"
"6083","g18806",-0.988632428836464,4.63972876144579,0,0.548381303842005,1,"NS",5186,"scaffold_558","NALCN_RAT","A0A067QXN4","Ion transport protein","Y"
"6084","g14096",-0.977654448612959,1.96934035324293,0,0.54856449931258,1,"NS",3674,"scaffold_203",NA,"E1ZXY6","Ankyrin repeats (3 copies),Dpy-30 motif","Y"
"6085","g22786",0.976238443766685,0.0188401355210863,0,0.548633872394408,1,"NS",1333,"scaffold_882",NA,NA,"Predicted AAA-ATPase","Y"
"6086","g6484",-0.922529766696366,-1.93457177267783,0,0.548969735069246,1,"NS",1484,"scaffold_102",NA,NA,NA,"N"
"6087","g23133",-0.961635444671684,-0.172866117956501,0,0.549304330845285,1,"NS",522,"scaffold_564",NA,NA,NA,"N"
"6088","g15527",-1.0319126901976,-2.68281154510298,-0.0253282985520461,0.549388927882863,1,"NS",446,"scaffold_1202",NA,NA,NA,"N"
"6089","g13123",-0.956884911332346,2.82924946101562,0,0.549392977929801,1,"NS",615,"scaffold_13","HTSF1_MOUSE","A0A2J7QPI0",NA,"Y"
"6090","g17938",-0.95289576646608,1.19247668909769,0,0.550035038195149,1,"NS",349,"scaffold_226",NA,NA,NA,"N"
"6091","g22722",0.923040508769596,-1.60936889500766,0,0.550659860556581,1,"NS",753,"scaffold_1590",NA,NA,NA,"N"
"6092","g18834",-0.920374143768501,-0.405770118891969,0,0.550752642252288,1,"NS",429,"scaffold_487",NA,NA,NA,"N"
"6093","g17517",-0.986244510606119,3.31953508426133,0,0.551035013170547,1,"NS",2057,"scaffold_41",NA,NA,NA,"N"
"6094","g5076",0.937226845974812,-0.458211393187179,0,0.551497594936655,1,"NS",1582,"scaffold_619","HSP7F_CAEEL","A0A443QQ99","Hsp70 protein","Y"
"6095","g1983",0.97734178026662,4.67182780258967,0,0.552155395947332,1,"NS",788,"scaffold_709",NA,NA,NA,"N"
"6096","g3033",-0.963001036701961,-0.850671950395563,0,0.552270976903209,1,"NS",3325,"scaffold_36",NA,NA,"Bacterial transferase hexapeptide (six repeats)","Y"
"6097","g19374",-0.953834902652922,-0.750388649153392,0,0.552613847934364,1,"NS",505,"scaffold_7","MGDP1_MOUSE","A0A067RV42","Acid Phosphatase","Y"
"6098","g12208",-0.941346317071878,0.534918708659865,0,0.552938081979374,1,"NS",1420,"scaffold_449","WAT_DROME","A0A1J1IJD8","Male sterility protein","Y"
"6099","g13802",0.976141442269147,1.13117537475003,0,0.553845399186073,1,"NS",288,"scaffold_254",NA,NA,NA,"N"
"6100","g11740",-0.935101910192528,-0.0884211572621303,0,0.554001126419528,1,"NS",1100,"scaffold_168","RDX_DROME","A0A437BNH0","BTB/POZ domain","Y"
"6101","g12155",-0.980230171274444,2.63420250025864,0,0.554006358033468,1,"NS",977,"scaffold_563",NA,"X1WIK5","Ephrin","Y"
"6102","g10740",-0.981203895898398,5.47433870145086,0,0.555155291499705,1,"NS",2952,"scaffold_412","OARD1_MOUSE","A0A2J7RJD7",NA,"Y"
"6103","g1665",0.955554300576179,-1.73396825521332,0,0.55525866704736,1,"NS",716,"scaffold_157",NA,NA,NA,"N"
"6104","g20035",-0.963104544039551,2.47660012161458,0,0.555286334217144,1,"NS",772,"scaffold_591","HSP7C_CRIGR","A0A0J7L936","Hsp70 protein","Y"
"6105","g6974",0.913909414031494,-1.02422525266249,0,0.555778135760341,1,"NS",1079,"scaffold_26","RDX_DROME","R4G7P9","BTB/POZ domain","Y"
"6106","g9275",0.936954703025949,-1.47532101089629,0,0.556363190388602,1,"NS",1015,"scaffold_58",NA,NA,"Predicted AAA-ATPase","Y"
"6107","g19650",-0.925701609106266,-1.04759126322185,0,0.556545046753354,1,"NS",1353,"scaffold_248",NA,"X1WMA8","Phage integrase family","Y"
"6108","g21595",-0.959778188306514,6.99088060067479,0,0.556809055920158,1,"NS",2224,"scaffold_123",NA,"A0A1S3D587","PAN domain","Y"
"6109","g4463",-0.977998485216722,2.15276131015854,0,0.557030099919126,1,"NS",1965,"scaffold_94",NA,"A0A482WJQ9","Domain of unknown function (DUF3827)","Y"
"6110","g18726",0.942853995871527,0.51099550633453,0,0.55798747534733,1,"NS",1892,"scaffold_114",NA,"A0A3S3UBY4","Predicted AAA-ATPase","Y"
"6111","g2316",-0.986259876678047,5.02250256250266,0,0.558152106211532,1,"NS",834,"scaffold_446",NA,NA,"Sin-like protein conserved region","Y"
"6112","g15272",0.964289018154952,3.43715551577141,0,0.558398423696408,1,"NS",1049,"scaffold_336",NA,"J9M7B2","Insect cuticle protein","Y"
"6113","g14969",0.92691918589447,1.35216832400449,0,0.558582369146409,1,"NS",773,"scaffold_324","SDR1_AEDAE","A0A067QZX5","short chain dehydrogenase","Y"
"6114","g20720",0.970218722468768,2.36359222963906,0,0.558613187927276,1,"NS",804,"scaffold_131",NA,NA,"Phosphatidylethanolamine-binding protein","Y"
"6115","g7384",0.96207895095193,0.614974807224897,0,0.559317281021744,1,"NS",1049,"scaffold_1602",NA,"E0W3W0","Lipase","Y"
"6116","g10921",-0.982408690778048,2.22768955877902,0,0.559986493940722,1,"NS",514,"scaffold_1",NA,NA,NA,"N"
"6117","g1055",0.967760200066352,1.90636533381871,0,0.560209417681764,1,"NS",2039,"scaffold_197",NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y"
"6118","g22838",-0.936635217838717,5.05729832200417,0,0.560332528014635,1,"NS",4927,"scaffold_318","NB5R3_BOVIN","A0A482WZB7","Predicted AAA-ATPase,Oxidoreductase NAD-binding domain,Oxidoreductase FAD-binding domain,FKBP-type peptidyl-prolyl cis-trans isomerase","Y"
"6119","g12956",0.944867252929263,-1.61309231719183,0,0.560489374220321,1,"NS",905,"scaffold_83",NA,NA,"NLI interacting factor-like phosphatase","Y"
"6120","g7388",-0.990888882985581,5.8749221928895,0,0.560642737132473,1,"NS",1907,"scaffold_730","AVL9_HUMAN","T1HHG6","Transport protein Avl9","Y"
"6121","g18601",-0.971454106583652,4.07175754462547,0,0.560755067588124,1,"NS",966,"scaffold_240","RDH11_HUMAN","J9JRH1","short chain dehydrogenase","Y"
"6122","g12966",-0.98443605233581,4.09925299327097,0,0.561392025363453,1,"NS",2414,"scaffold_83","RFX3_XENTR,RFX2_XENTR","A0A087ZST5,A0A2A3E1Q6","RFX DNA-binding domain","Y"
"6123","g21535",0.977169704480213,8.72044644429665,0,0.56167751465284,1,"NS",3981,"scaffold_489","NDG_DROME","J9K1G4","EGF domain,Nidogen-like,Low-density lipoprotein receptor repeat class B,Human growth factor-like EGF,Calcium-binding EGF domain,G2F domain","Y"
"6124","g7236",-0.98886232489206,4.35248130386318,0,0.562666427906306,1,"NS",698,"scaffold_17","TMM98_XENLA","A0A067R6Z1","Grap2 and cyclin-D-interacting","Y"
"6125","g13717",-0.978696201177497,3.24358686310929,0,0.563141229885661,1,"NS",1622,"scaffold_35","ACHA7_CHICK","B4N125","Neurotransmitter-gated ion-channel ligand binding domain,Neurotransmitter-gated ion-channel transmembrane region","Y"
"6126","g14845",0.969790287628208,2.94589054249134,0,0.563374730926497,1,"NS",1788,"scaffold_386","ESTE_MYZPE","E2ADW4","Carboxylesterase family","Y"
"6127","g4958",0.966426330708133,1.25386799508143,0,0.563449769948057,1,"NS",555,"scaffold_176",NA,NA,"Cytidylate kinase","Y"
"6128","g9270",0.976270180688284,5.64467715959885,0,0.564293614682064,1,"NS",1663,"scaffold_58",NA,NA,NA,"N"
"6129","g3802",0.965768867476033,3.35850163198858,0,0.564840665987,1,"NS",738,"scaffold_572",NA,NA,"Protein of unknown function (DUF938)","Y"
"6130","g19009",-0.970257777016755,2.27833509760934,0,0.565112619742523,1,"NS",934,"scaffold_234","TM231_DANRE","A0A2J7QXK1","Transmembrane protein 231","Y"
"6131","g23203",-0.980405521934333,2.23657362326271,0,0.565148063566003,1,"NS",1320,"scaffold_67","SYT11_MOUSE","D6X4X4","C2 domain","Y"
"6132","g6623",0.967634636194718,0.034075827083127,0,0.565297455290902,1,"NS",810,"scaffold_700",NA,NA,NA,"N"
"6133","g18412",-0.982455070322175,6.51588132164208,0,0.565631229417294,1,"NS",2619,"scaffold_468",NA,"A0A482WHJ6",NA,"Y"
"6134","g8966",0.973441329375966,2.78338638894425,0,0.56565767884464,1,"NS",1548,"scaffold_302",NA,NA,NA,"N"
"6135","g6229",-0.910492979716653,5.07582960541666,0,0.566200890054395,1,"NS",475,"scaffold_582",NA,NA,NA,"N"
"6136","g3986",0.941343130069153,-0.462409588313456,0,0.566395697840121,1,"NS",1029,"scaffold_162",NA,NA,NA,"N"
"6137","g21795",0.935830219057714,0.588870790859585,0,0.566399899178644,1,"NS",1246,"scaffold_420",NA,NA,NA,"N"
"6138","g10242",-0.897492176790003,-1.32191407812396,0,0.566794867668474,1,"NS",429,"scaffold_72",NA,NA,NA,"N"
"6139","g16380",-0.952078570243914,4.91408660455436,0,0.566994622588961,1,"NS",1520,"scaffold_353",NA,NA,NA,"N"
"6140","g7232",0.974460041456719,2.35162139334042,0,0.56714457649137,1,"NS",625,"scaffold_17","RAB18_CAEBR","E9HIT2","Ras family","Y"
"6141","g11844",0.954436596076142,1.15677361102335,0,0.567568126563959,1,"NS",3260,"scaffold_74",NA,NA,NA,"N"
"6142","g5423",0.976168379281168,5.36286837075633,0,0.567617868938624,1,"NS",1486,"scaffold_195",NA,"E0W1D7","Sugar (and other) transporter","Y"
"6143","g14943",0.979676239753884,8.79992658533383,0,0.567694399911037,1,"NS",803,"scaffold_324",NA,NA,"PBP/GOBP family","Y"
"6144","g14671",-0.959420709368587,-0.627190157525847,0,0.567859677119216,1,"NS",500,"scaffold_301",NA,NA,NA,"N"
"6145","g11106",0.959754249321483,0.282452453918681,0,0.567983432212088,1,"NS",317,"scaffold_165",NA,NA,NA,"N"
"6146","g17653",0.949178020096599,4.87203865895879,0,0.568050797699464,1,"NS",1323,"scaffold_1934",NA,"T1H816","Trypsin","Y"
"6147","g23189",0.915601644235557,2.54500257139243,0,0.568634236404941,1,"NS",2708,"scaffold_508",NA,"R4ZGG0",NA,"Y"
"6148","g12030",-0.91228497107117,-1.37731747866011,0,0.568771193797463,1,"NS",867,"scaffold_156",NA,NA,NA,"N"
"6149","g7707",0.964531236408964,1.94792590369321,0,0.56889437890228,1,"NS",379,"scaffold_173",NA,NA,NA,"N"
"6150","g7877",-0.989103611269033,6.33585413001247,0,0.56931341369147,1,"NS",2978,"scaffold_46","RFC1_HUMAN","A0A482XD97","Replication factor RFC1 C terminal domain,ATPase family associated with various cellular activities (AAA)","Y"
"6151","g10938",-0.978668815692242,3.75431892920028,0,0.569522601870717,1,"NS",3420,"scaffold_1",NA,"A0A482XHR6","C2 domain,PDZ domain","Y"
"6152","g13616",0.966161660444688,0.679472400707234,0,0.569628394356163,1,"NS",407,"scaffold_117",NA,NA,"Cystatin domain","Y"
"6153","g339",0.886376064338273,0.579118926842034,0,0.569957694435823,1,"NS",3312,"scaffold_42",NA,"X1WM34","MULE transposase domain","Y"
"6154","g18616",0.908332780293231,-0.777186840843303,0,0.570591593590832,1,"NS",1811,"scaffold_240","HEXD_HUMAN","A0A482WFJ4","Glycosyl hydrolase family 20, catalytic domain","Y"
"6155","g19619",-0.965750400591998,-0.540306137648797,0,0.571032159312146,1,"NS",1391,"scaffold_233",NA,"A0A482WB38","CIDE-N domain","Y"
"6156","g12366",0.985211156602138,4.26903081488994,0,0.571416296468324,1,"NS",2985,"scaffold_231","ESTE_MYZPE","A0A2J7RMN7","Carboxylesterase family,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"6157","g7061",0.913661416235907,-1.65243967837147,0,0.571535806811456,1,"NS",534,"scaffold_249",NA,NA,NA,"N"
"6158","g3890",-0.979745668343147,2.3168557516106,0,0.571596602782086,1,"NS",833,"scaffold_104","CAPS1_XENLA","A0A482X688","PH domain","Y"
"6159","g6378",0.966476682161547,1.40795298792858,0,0.572277230366184,1,"NS",2414,"scaffold_720","OSM3_CAEEL","J9K523,A0A482WFU7","Kinesin motor domain","Y"
"6160","g6544",-0.9698617246184,4.99933458366028,0,0.572394003902079,1,"NS",2700,"scaffold_52",NA,NA,NA,"N"
"6161","g11823",-0.97676159856826,5.65357036487267,0,0.572441907220509,1,"NS",3454,"scaffold_74","MA2A1_MOUSE","A0A482X5H0","Glycosyl hydrolases family 38 C-terminal domain,Alpha mannosidase middle domain,Glycosyl hydrolases family 38 N-terminal domain","Y"
"6162","g4560",0.940564931644762,-1.6337749803908,0,0.573320995754125,1,"NS",1915,"scaffold_569",NA,"A0A261DAW7","Predicted AAA-ATPase","Y"
"6163","g19401",0.980633981121476,3.66095701053891,0,0.574573448830457,1,"NS",1160,"scaffold_7",NA,NA,NA,"N"
"6164","g6335",-0.979716769068667,4.45029293558028,0,0.575289787177161,1,"NS",3927,"scaffold_235","STNB_DROME","E2BHG5","Adaptor complexes medium subunit family","Y"
"6165","g8227",0.934061705763433,-0.954579545176958,0,0.575416411324927,1,"NS",734,"scaffold_19",NA,NA,NA,"N"
"6166","g23267",0.924494431576219,0.652410623324222,0,0.575789251738019,1,"NS",993,"scaffold_1952",NA,"A0A182N5X3","Arrestin (or S-antigen), N-terminal domain,Arrestin (or S-antigen), C-terminal domain","Y"
"6167","g13822",0.960648857188979,1.40927659414321,0,0.575877603237326,1,"NS",757,"scaffold_254",NA,NA,"zinc-RING finger domain","Y"
"6168","g3469",-0.935527296260157,6.51343328322435,0,0.575980520208754,1,"NS",450,"scaffold_10","CU19_LOCMI","A0A482WW00","Insect cuticle protein","Y"
"6169","g23183",0.979478618625342,4.85936953597103,0,0.576017670285948,1,"NS",1356,"scaffold_508","YELL_DROSI","A0A482XT64","Major royal jelly protein","Y"
"6170","g2290",0.980887724444743,4.0146911760863,0,0.576259595836499,1,"NS",678,"scaffold_800","ODP21_ARATH","A0A1S4ES03,A0A1S3DSM7","Biotin-requiring enzyme","Y"
"6171","g10506",0.878679720187129,-0.851658388755666,0,0.577336780636261,1,"NS",1127,"scaffold_1343","MIB2_CHICK",NA,"Zinc finger, C3HC4 type (RING finger),Ankyrin repeats (3 copies),Ankyrin repeats (many copies)","Y"
"6172","g20500",0.978212926099434,3.20356341848066,0,0.577648066177476,1,"NS",579,"scaffold_113","NANP_RAT","A0A194RKQ7","Haloacid dehalogenase-like hydrolase","Y"
"6173","g20419",-0.942352666546915,-0.238228600610882,0,0.577920643280403,1,"NS",4012,"scaffold_164",NA,NA,NA,"N"
"6174","g20701",0.96202079232005,1.83988660129053,0,0.578526172696449,1,"NS",618,"scaffold_131",NA,NA,NA,"N"
"6175","g4785",-0.946314652009597,-1.23467513915576,0,0.578527038876263,1,"NS",391,"scaffold_193","PWP2_MOUSE","A0A2J7PFN0",NA,"Y"
"6176","g20019",0.906004515055315,1.12489557653308,0,0.578533040634677,1,"NS",1105,"scaffold_2052",NA,NA,NA,"N"
"6177","g18804",-0.985951701734428,6.41100294271615,0,0.579249338132065,1,"NS",1312,"scaffold_558","ACOT9_MOUSE","A0A1S3D4K4",NA,"Y"
"6178","g14283",-0.940015214923906,2.2899591333919,0,0.580027683779608,1,"NS",1146,"scaffold_3",NA,NA,NA,"N"
"6179","g15106",0.985992690845868,5.1325379194701,0,0.580782417730056,1,"NS",1396,"scaffold_405","CWO_DROME","A0A2J7RHV2","Helix-loop-helix DNA-binding domain,Hairy Orange","Y"
"6180","g9541",-0.876807548616496,-2.4090956617832,0,0.581604682028218,1,"NS",2955,"scaffold_101",NA,NA,NA,"N"
"6181","g8379",0.938471827980088,4.82681388592168,0,0.581764510579713,1,"NS",13931,"scaffold_275","SYNE1_HUMAN","E2BJI7","Spectrin repeat,Calponin homology (CH) domain","Y"
"6182","g3712",0.938030173836451,-0.929324732340211,0,0.581882284732631,1,"NS",1003,"scaffold_1603",NA,NA,NA,"N"
"6183","g15504",-0.984378068404152,5.4429402763037,0,0.581884748511354,1,"NS",1037,"scaffold_29","FBX32_MOUSE","A0A2J7QBC5",NA,"Y"
"6184","g19352",0.958157231442175,4.4448986799301,0,0.582800200841209,1,"NS",1393,"scaffold_292","TRET1_BOMMO","B0X5T9","Sugar (and other) transporter","Y"
"6185","g15979",-0.969942322078924,4.65336539130418,0,0.582969121560261,1,"NS",966,"scaffold_75",NA,NA,NA,"N"
"6186","g1112",0.919519344377937,0.309956420805089,0,0.583360283395306,1,"NS",783,"scaffold_1763",NA,NA,NA,"N"
"6187","g23398",-0.985059546288254,4.90225173324852,0,0.583422693503577,1,"NS",2457,"scaffold_364",NA,NA,"Ulp1 protease family, C-terminal catalytic domain","Y"
"6188","g14709",-0.874412683628211,-1.46874488975809,0,0.583479527624883,1,"NS",3533,"scaffold_1300",NA,NA,NA,"N"
"6189","g5580",-0.860280100747181,-1.97436227388365,0,0.584474115790053,1,"NS",1010,"scaffold_1020","RDX_DROME","B4JSB8","BTB/POZ domain","Y"
"6190","g13131",-0.928485571148842,3.42059908960518,0,0.584933706257417,1,"NS",1111,"scaffold_13","MET17_BOVIN,MET17_MOUSE","X1WIV5,A0A2J7QJV5","Mitochondrial small ribosomal subunit Rsm22","Y"
"6191","g1899",0.960843224016162,2.10330834297238,0,0.58542636007332,1,"NS",1142,"scaffold_245",NA,NA,NA,"N"
"6192","g8231",0.968946838522959,0.645682227244416,0,0.586057099167134,1,"NS",1018,"scaffold_19","DFD_DROME","J9JQP0","Homeodomain","Y"
"6193","g9865",-0.929896514446284,-1.2355067370636,0,0.58661886508654,1,"NS",2134,"scaffold_80",NA,NA,"Fic/DOC family,RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain),Tudor domain","Y"
"6194","g4676",0.968331498265739,5.37773687197522,0,0.587114729384796,1,"NS",1483,"scaffold_181","SHPK_MOUSE","T1HQJ5","FGGY family of carbohydrate kinases, N-terminal domain","Y"
"6195","g9687",0.975695417892683,5.48280841051613,0,0.587440664474544,1,"NS",446,"scaffold_111",NA,NA,"PBP/GOBP family","Y"
"6196","g15146",-0.978594361907569,3.82708722384438,0,0.587845797812035,1,"NS",4355,"scaffold_76","MYT1L_MOUSE","A0A139WCI6","Zinc finger, C2HC type","Y"
"6197","g7920",-0.982076714499613,6.43224294640314,0,0.588023191849698,1,"NS",1658,"scaffold_46","TMCC1_MOUSE","A0A482WV68","Predicted transmembrane and coiled-coil 2 protein","Y"
"6198","g10373",0.941688792472096,-0.920508925649088,0,0.58826842347908,1,"NS",620,"scaffold_159",NA,NA,NA,"N"
"6199","g22709",-0.920863135354037,5.15662906991119,0,0.588639079180127,1,"NS",1592,"scaffold_6","CSAD_HUMAN","J9KAH8","Pyridoxal-dependent decarboxylase conserved domain","Y"
"6200","g11453",-0.929319336542894,3.61566760002741,0,0.588814096856605,1,"NS",2168,"scaffold_95",NA,NA,NA,"N"
"6201","g14272",0.95946190622539,2.29849127335412,0,0.589240956163414,1,"NS",2197,"scaffold_3",NA,NA,"Predicted AAA-ATPase","Y"
"6202","g15467",-0.951018145017368,2.10363282601088,0,0.589555666276462,1,"NS",1448,"scaffold_29","PICO_DROME","J9K9L9","Major Facilitator Superfamily","Y"
"6203","g3201",-0.847422507919563,-1.17173890092573,0,0.589737650819219,1,"NS",198,"scaffold_12",NA,NA,NA,"N"
"6204","g18203",-0.985014287004909,6.16091064565366,0,0.590267021668573,1,"NS",682,"scaffold_78",NA,"A0A0N0BH18",NA,"Y"
