"gene","gene_len","seq","blast","diamond","pfam_acc","pfam_descr","ipr_acc","ipr_descr","GO","anno"
"g22519",875,"scaffold_527","GBS76_DROME","A0A2J7Q8Q0","PF03370","Carbohydrate/starch-binding module (family 21)","IPR005036","CBM21 (carbohydrate binding type-21) domain","GO:0005515","Y"
"g2252",353,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22520",1229,"scaffold_527","SPS1_DROME","A0A2J7RSV7","PF02769;PF00586","AIR synthase related protein, C-terminal domain; AIR synthase related protein, N-terminal domain","IPR010918;IPR016188","PurM-like, C-terminal domain; PurM-like, N-terminal domain",NA,"Y"
"g22521",2685,"scaffold_527","GPTC1_DROME","A0A2J7PJK7","PF01585;PF07713","G-patch domain; Protein of unknown function (DUF1604)","IPR000467;IPR011666","G-patch domain; G patch domain-containing protein, N-terminal","GO:0003676;GO:0006397","Y"
"g22522",1721,"scaffold_527",NA,"J9JJ66",NA,NA,NA,NA,NA,"Y"
"g22523",3526,"scaffold_527","CARL1_HUMAN","A0A067QY91","PF16000;PF13516","CARMIL C-terminus; Leucine Rich repeat","IPR031943;IPR001611","CARMIL, C-terminal domain; Leucine-rich repeat","GO:0005515","Y"
"g22524",875,"scaffold_1248",NA,NA,NA,NA,NA,NA,NA,"N"
"g22525",1307,"scaffold_551",NA,NA,NA,NA,NA,NA,NA,"N"
"g22526",1411,"scaffold_551",NA,NA,NA,NA,NA,NA,NA,"N"
"g22527",1580,"scaffold_551",NA,NA,"PF03564","Protein of unknown function (DUF1759)","IPR005312","Protein of unknown function DUF1759",NA,"Y"
"g22528",686,"scaffold_551",NA,NA,"PF18701;PF05585","Family of unknown function (DUF5641); Putative peptidase (DUF1758)","IPR040676;IPR008737","Domain of unknown function DUF5641; Peptidase aspartic, putative",NA,"Y"
"g22529",2465,"scaffold_551","CC186_MOUSE","A0A2J7PG99",NA,NA,NA,NA,NA,"Y"
"g2253",276,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22530",1732,"scaffold_551","RNF44_RAT,RNF44_DANRE","A0A482XGH4","PF13639","Ring finger domain","IPR001841","Zinc finger, RING-type",NA,"Y"
"g22531",2982,"scaffold_551","IDE_HUMAN","A0A067RBB4","PF00675;PF16187;PF05193","Insulinase (Peptidase family M16); Middle or third domain of peptidase_M16; Peptidase M16 inactive domain","IPR011765;IPR032632;IPR007863","Peptidase M16, N-terminal; Peptidase M16, middle/third domain; Peptidase M16, C-terminal",NA,"Y"
"g22532",400,"scaffold_551",NA,NA,NA,NA,NA,NA,NA,"N"
"g22533",845,"scaffold_551","SDHB_DROME","A0A067RP06","PF13085;PF13534","2Fe-2S iron-sulfur cluster binding domain; 4Fe-4S dicluster domain","IPR025192","Succinate dehydogenase/fumarate reductase N-terminal","GO:0009055;GO:0051536","Y"
"g22534",1038,"scaffold_551","YDJ1_CAEEL","J9JMQ3","PF03096","Ndr family","IPR004142","NDRG",NA,"Y"
"g22535",653,"scaffold_551",NA,NA,NA,NA,NA,NA,NA,"N"
"g22536",226,"scaffold_739",NA,NA,NA,NA,NA,NA,NA,"N"
"g22537",1390,"scaffold_587","SMG9_XENTR","A0A2J7PG05","PF01926","50S ribosome-binding GTPase","IPR006073","GTP binding domain","GO:0005525","Y"
"g22538",419,"scaffold_587",NA,"A0A2P8Z3I4","PF16071","Domain of unknown function (DUF4812)","IPR032084","Domain of unknown function DUF4812",NA,"Y"
"g22539",300,"scaffold_587",NA,NA,NA,NA,NA,NA,NA,"N"
"g2254",642,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22540",432,"scaffold_587",NA,NA,NA,NA,NA,NA,NA,"N"
"g22541",325,"scaffold_587","HEN1_MOUSE",NA,"PF00010","Helix-loop-helix DNA-binding domain","IPR011598","Myc-type, basic helix-loop-helix (bHLH) domain","GO:0046983","Y"
"g22542",636,"scaffold_587","RM17_HUMAN","A0A182F6Y3","PF01196","Ribosomal protein L17","IPR000456","Ribosomal protein L17","GO:0003735;GO:0005840;GO:0006412","Y"
"g22543",1389,"scaffold_587","TIP60_DROME","T1I7X0","PF01853;PF11717;PF17772","MOZ/SAS family; RNA binding activity-knot of a chromodomain; MYST family zinc finger domain","IPR002717;IPR025995;IPR040706","Histone acetyltransferase domain, MYST-type; RNA binding activity-knot of a chromodomain; MYST, zinc finger domain","GO:0004402;GO:0006355;GO:0016573","Y"
"g22544",1421,"scaffold_587","SYNM_MOUSE","A0A2P8XV89","PF00152;PF01336","tRNA synthetases class II (D, K and N); OB-fold nucleic acid binding domain","IPR004364;IPR004365","Aminoacyl-tRNA synthetase, class II (D/K/N); OB-fold nucleic acid binding domain, AA-tRNA synthetase-type","GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0003676","Y"
"g22545",1159,"scaffold_587",NA,"A0A482WJR9","PF15798","Proline-rich AKT1 substrate 1","IPR026682","Proline-rich AKT1 substrate 1 protein","GO:0032007;GO:0048011","Y"
"g22546",1151,"scaffold_587","EIF3M_CULQU","R4G4J3","PF01399;PF18005","PCI domain; eIF3 subunit M, C-terminal helix","IPR000717;IPR040750","Proteasome component (PCI) domain; eIF3 subunit M, C-terminal helix domain",NA,"Y"
"g22547",2984,"scaffold_587","RIR1_DROME","A0A194PHX7","PF00317;PF03477;PF02867","Ribonucleotide reductase, all-alpha domain; ATP cone domain; Ribonucleotide reductase, barrel domain","IPR013509;IPR005144;IPR000788","Ribonucleotide reductase large subunit, N-terminal; ATP-cone domain; Ribonucleotide reductase large subunit, C-terminal","GO:0004748;GO:0005524;GO:0006260;GO:0055114","Y"
"g22548",617,"scaffold_587",NA,"A0A067RWB2","PF01084","Ribosomal protein S18","IPR001648","Ribosomal protein S18","GO:0003735;GO:0005840;GO:0006412","Y"
"g22549",677,"scaffold_587","UBP7_HUMAN","A0A087U529,A0A482XSF2","PF00917","MATH domain","IPR002083","MATH/TRAF domain","GO:0005515","Y"
"g2255",304,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22550",5258,"scaffold_587","KI13A_MOUSE","A0A482X821","PF00498;PF01302;PF16183;PF12473;PF12423;PF00225","FHA domain; CAP-Gly domain; Kinesin-associated; Kinesin protein; Kinesin protein 1B; Kinesin motor domain","IPR000253;IPR000938;IPR032405;IPR022164;IPR022140;IPR001752","Forkhead-associated (FHA) domain; CAP Gly-rich domain; Kinesin-associated; Kinesin-like; Kinesin-like KIF1-type; Kinesin motor domain","GO:0005515;GO:0003777;GO:0005524;GO:0007018;GO:0008017","Y"
"g22551",599,"scaffold_587",NA,NA,"PF00170","bZIP transcription factor","IPR004827","Basic-leucine zipper domain","GO:0003700;GO:0006355","Y"
"g22552",1027,"scaffold_587","TSSP_MOUSE","A0A482WKJ2","PF05577","Serine carboxypeptidase S28","IPR008758","Peptidase S28","GO:0006508;GO:0008236","Y"
"g22553",891,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22554",2302,"scaffold_6",NA,"C3WF54","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g22555",256,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22556",306,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22557",1925,"scaffold_6",NA,"A0A3M7R5S4","PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g22558",212,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22559",966,"scaffold_6","DJC25_MOUSE","A0A482X9X5","PF00226","DnaJ domain","IPR001623","DnaJ domain",NA,"Y"
"g2256",373,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22560",1028,"scaffold_6",NA,NA,"PF00560;PF13855","Leucine Rich Repeat; Leucine rich repeat","IPR001611","Leucine-rich repeat","GO:0005515","Y"
"g22561",342,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22562",851,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22563",1508,"scaffold_6","DCE_DROME","J9JXN1","PF00282","Pyridoxal-dependent decarboxylase conserved domain","IPR002129","Pyridoxal phosphate-dependent decarboxylase","GO:0016831;GO:0019752;GO:0030170","Y"
"g22564",305,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22565",2470,"scaffold_6","STUB_DROME","A0A482WSB6","PF00089","Trypsin","IPR001254","Serine proteases, trypsin domain","GO:0004252;GO:0006508","Y"
"g22566",5421,"scaffold_6","FANCM_CHICK","J9K322",NA,NA,NA,NA,NA,"Y"
"g22567",729,"scaffold_6",NA,NA,"PF05485","THAP domain","IPR006612","THAP-type zinc finger","GO:0003676","Y"
"g22568",782,"scaffold_6",NA,NA,"PF02136","Nuclear transport factor 2 (NTF2) domain","IPR002075","Nuclear transport factor 2",NA,"Y"
"g22569",280,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g2257",385,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22570",552,"scaffold_6","CEX2_CAEEL","A0A482XLL8","PF13499","EF-hand domain pair","IPR002048","EF-hand domain","GO:0005509","Y"
"g22571",3051,"scaffold_6",NA,"J9JKL1",NA,NA,NA,NA,NA,"Y"
"g22572",1550,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22573",733,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22574",211,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22575",1653,"scaffold_6",NA,"J9KB87","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"g22576",3240,"scaffold_6","IGDC4_MOUSE,PRTG_HUMAN,PRTG_RAT","J9K5G9","PF07679;PF00041","Immunoglobulin I-set domain; Fibronectin type III domain","IPR013098;IPR003961","Immunoglobulin I-set; Fibronectin type III","GO:0005515","Y"
"g22577",257,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22578",374,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22579",2197,"scaffold_6","PPIG_MOUSE","A0A067RRJ2","PF00160","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","IPR002130","Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain","GO:0000413;GO:0003755","Y"
"g2258",549,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22580",419,"scaffold_6",NA,NA,"PF00031","Cystatin domain","IPR000010","Cystatin domain","GO:0004869","Y"
"g22581",482,"scaffold_6",NA,NA,"PF00031","Cystatin domain","IPR000010","Cystatin domain","GO:0004869","Y"
"g22582",799,"scaffold_6",NA,NA,"PF02661","Fic/DOC family","IPR003812","Fido domain",NA,"Y"
"g22583",692,"scaffold_6",NA,NA,"PF00031","Cystatin domain","IPR000010","Cystatin domain","GO:0004869","Y"
"g22584",368,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22585",359,"scaffold_6",NA,NA,"PF00031","Cystatin domain","IPR000010","Cystatin domain","GO:0004869","Y"
"g22586",757,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22587",743,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22588",360,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22589",461,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g2259",748,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22590",312,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22591",4255,"scaffold_6","APC_RAT","A0A482WQY1,T1HDI6","PF00514;PF05923;PF18797","Armadillo/beta-catenin-like repeat; APC repeat; Adenomatous polyposis coli (APC) repeat","IPR000225;IPR009223;IPR041257","Armadillo; Adenomatous polyposis coli protein repeat; Adenomatous polyposis coli (APC) repeat","GO:0005515;GO:0016055","Y"
"g22592",624,"scaffold_6",NA,"B7QIK1","PF02100","Ornithine decarboxylase antizyme","IPR002993","Ornithine decarboxylase antizyme","GO:0008073","Y"
"g22593",478,"scaffold_6","PFD5_HUMAN","A0A437ATX9","PF02996","Prefoldin subunit","IPR004127","Prefoldin alpha-like",NA,"Y"
"g22594",592,"scaffold_6","RB27A_RAT","A0A2P8XN81","PF00071","Ras family","IPR001806","Small GTPase","GO:0003924;GO:0005525","Y"
"g22595",1660,"scaffold_6","SC5AC_MOUSE","A0A2J7PCD1","PF00474","Sodium:solute symporter family","IPR001734","Sodium/solute symporter","GO:0016020;GO:0022857;GO:0055085","Y"
"g22596",863,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22597",4023,"scaffold_6","ATK_DROME","A0A482WNQ1","PF13306;PF13855","BspA type Leucine rich repeat region (6 copies); Leucine rich repeat","IPR026906;IPR001611","BspA type Leucine rich repeat region; Leucine-rich repeat","GO:0005515","Y"
"g22598",253,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22599",2419,"scaffold_6",NA,"D6WTN9","PF17921","Integrase zinc binding domain","IPR041588","Integrase zinc-binding domain",NA,"Y"
"g226",2471,"scaffold_360",NA,NA,NA,NA,NA,NA,NA,"N"
"g2260",1044,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22600",356,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22601",206,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22602",544,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22603",1916,"scaffold_6","PERO_DROME","J9JZ85","PF03098","Animal haem peroxidase","IPR019791","Haem peroxidase, animal-type",NA,"Y"
"g22604",532,"scaffold_6","MESD_DROME","A0A484BHL2","PF10185","Chaperone for wingless signalling and trafficking of LDL receptor","IPR019330","LRP chaperone MESD","GO:0006457","Y"
"g22605",998,"scaffold_6",NA,"J9JQX1","PF07690","Major Facilitator Superfamily","IPR011701","Major facilitator superfamily","GO:0016021;GO:0055085","Y"
"g22606",1382,"scaffold_6","UDB13_RABIT","A0A2J7R4W8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22607",1454,"scaffold_6","UGT3_PLEPL","A0A2J7R4S8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22608",1538,"scaffold_6","UGT3_PLEPL","A0A482XTV4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22609",1550,"scaffold_6","UD2B1_RAT","A0A482XTV4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g2261",767,"scaffold_14",NA,"A0A151IM28",NA,NA,NA,NA,NA,"Y"
"g22610",942,"scaffold_6",NA,NA,"PF08445","FR47-like protein","IPR013653","FR47-like","GO:0016747","Y"
"g22611",836,"scaffold_6",NA,NA,"PF08445","FR47-like protein","IPR013653","FR47-like","GO:0016747","Y"
"g22612",1529,"scaffold_6","UD2A2_MOUSE","J9K7F3","PF00201;PF08445","UDP-glucoronosyl and UDP-glucosyl transferase; FR47-like protein","IPR002213;IPR013653","UDP-glucuronosyl/UDP-glucosyltransferase; FR47-like","GO:0016758;GO:0016747","Y"
"g22613",839,"scaffold_6",NA,"J9K5R5","PF08445","FR47-like protein","IPR013653","FR47-like","GO:0016747","Y"
"g22614",1693,"scaffold_6",NA,NA,"PF09820","Predicted AAA-ATPase","IPR018631","AAA-ATPase-like domain",NA,"Y"
"g22615",1770,"scaffold_6",NA,"J9KEN8","PF14291","Domain of unknown function (DUF4371)","IPR025398","Domain of unknown function DUF4371",NA,"Y"
"g22616",1373,"scaffold_6",NA,"J9LLN1","PF05699","hAT family C-terminal dimerisation region","IPR008906","HAT, C-terminal dimerisation domain","GO:0046983","Y"
"g22617",1559,"scaffold_6","UD15_HUMAN","A0A482XTV4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22618",767,"scaffold_6",NA,NA,"PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22619",824,"scaffold_6",NA,NA,"PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g2262",410,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22620",862,"scaffold_6",NA,"U4U9S7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22621",821,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22622",830,"scaffold_6",NA,"A0A2J7R4V4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22623",278,"scaffold_6",NA,NA,NA,NA,NA,NA,NA,"N"
"g22624",848,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22625",821,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22626",887,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22627",851,"scaffold_6",NA,"J9JN70","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22628",827,"scaffold_6",NA,"J9JN70","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22629",842,"scaffold_6",NA,"A0A139WIR0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g2263",332,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22630",881,"scaffold_6",NA,"J9JN70","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22631",4059,"scaffold_6",NA,"A0A2P8ZGB0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22632",811,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22633",842,"scaffold_6",NA,"A0A2J7R4V4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22634",398,"scaffold_6",NA,NA,"PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22635",695,"scaffold_6",NA,NA,"PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22636",833,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22637",839,"scaffold_6",NA,"A0A482XJX4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22638",1666,"scaffold_6",NA,"A0A482XTV4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22639",869,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g2264",238,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22640",866,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22641",818,"scaffold_6",NA,"A0A2P8ZG59","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22642",866,"scaffold_6",NA,"A0A067RCS0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22643",839,"scaffold_6",NA,"A0A2P8YRX1","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22644",839,"scaffold_6",NA,"A0A139WIW7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22645",839,"scaffold_6",NA,"A0A067RCS0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22646",1051,"scaffold_6",NA,"A0A067RCS0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22647",842,"scaffold_6",NA,"A0A482VJR5","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22648",836,"scaffold_6",NA,"A0A482XJX4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22649",839,"scaffold_6",NA,"A0A2P8YRW9","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g2265",2180,"scaffold_14",NA,NA,NA,NA,NA,NA,NA,"N"
"g22650",863,"scaffold_6",NA,"A0A2J7R4W8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22651",1624,"scaffold_6",NA,"A0A139WIW7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22652",824,"scaffold_6",NA,"A0A2J7R4W8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22653",1639,"scaffold_6",NA,"A0A482XTV4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22654",845,"scaffold_6",NA,"A0A139WIV0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22655",833,"scaffold_6",NA,"A0A139WIV0","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22656",839,"scaffold_6",NA,"U4U9S7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22657",824,"scaffold_6",NA,"U4U9S7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22658",833,"scaffold_6",NA,"A0A2J7R4S8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22659",812,"scaffold_6",NA,"A0A2J7R4S8","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g2266",394,"scaffold_14",NA,"A0A067RCB3",NA,NA,NA,NA,NA,"Y"
"g22660",1654,"scaffold_6",NA,"A0A139WIW7","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22661",824,"scaffold_6",NA,"A0A482XJX4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
"g22662",1735,"scaffold_6",NA,"A0A482XTV4","PF00201","UDP-glucoronosyl and UDP-glucosyl transferase","IPR002213","UDP-glucuronosyl/UDP-glucosyltransferase","GO:0016758","Y"
