"gene","gene_len","seq","blast","diamond","interpro","anno"
"g18976",499,"scaffold_163","IMA5_YEAST","A0A1D2MLG5","Alpha amylase, catalytic domain","Y"
"g18977",412,"scaffold_163",NA,NA,NA,"N"
"g18978",596,"scaffold_163",NA,NA,NA,"N"
"g18979",1583,"scaffold_163",NA,NA,NA,"N"
"g1898",2434,"scaffold_245","LRC15_RAT","T1HAI9","Leucine Rich Repeat,Leucine Rich repeat,Leucine rich repeat","Y"
"g18980",334,"scaffold_163",NA,NA,NA,"N"
"g18981",3246,"scaffold_163",NA,"J9JRG4","Domain of unknown function (DUF4806)","Y"
"g18982",2486,"scaffold_163",NA,"A0A482WV26",NA,"Y"
"g18983",1502,"scaffold_1150","VCP_APIME","R4FLC5","Serine carboxypeptidase","Y"
"g18984",196,"scaffold_234",NA,NA,"Matrixin","Y"
"g18985",882,"scaffold_234","MMP7_FELCA","W5UIG6","Matrixin","Y"
"g18986",1766,"scaffold_234","MMP14_RAT","J9JXB6","Putative peptidoglycan binding domain,Hemopexin,Matrixin","Y"
"g18987",197,"scaffold_234",NA,NA,NA,"N"
"g18988",808,"scaffold_234",NA,NA,NA,"N"
"g18989",1308,"scaffold_234",NA,"A0A1W4X5J9",NA,"Y"
"g1899",1142,"scaffold_245",NA,NA,NA,"N"
"g18990",3346,"scaffold_234","IPO5_MOUSE","A0A2J7QL87","Importin repeat,HEAT-like repeat,Importin repeat 6","Y"
"g18991",624,"scaffold_234","ZN596_HUMAN",NA,"Zinc finger, C2H2 type,Zinc-finger of C2H2 type","Y"
"g18992",346,"scaffold_234",NA,NA,NA,"N"
"g18993",256,"scaffold_234",NA,NA,NA,"N"
"g18994",707,"scaffold_234","DNJC8_RAT","A0A482X4D4","DnaJ domain","Y"
"g18995",454,"scaffold_234",NA,NA,NA,"N"
"g18996",1717,"scaffold_234","BOP1_AEDAE","J9JX46","BOP1NT (NUC169) domain,WD domain, G-beta repeat","Y"
"g18997",445,"scaffold_234",NA,NA,NA,"N"
"g18998",393,"scaffold_234",NA,NA,NA,"N"
"g18999",2362,"scaffold_234","M10B1_DANRE","A0A2J7QS54","AAA domain","Y"
"g19",963,"scaffold_93","ZCHC9_HUMAN","A0A2P8Z6J5","Zinc knuckle","Y"
"g190",2024,"scaffold_360",NA,NA,NA,"N"
"g1900",559,"scaffold_245",NA,"A0A2J7RB89","Endoplasmic reticulum-based factor for assembly of V-ATPase","Y"
"g19000",4330,"scaffold_234","CD109_HUMAN","X1WIX6,A0A2J7QEX5","Macroglobulin domain MG3,Alpha-2-macroglobulin bait region domain,Macroglobulin domain MG4,Alpha-2-macroglobulin family,A-macroglobulin TED domain,A-macroglobulin receptor binding domain,MG2 domain","Y"
"g19001",1131,"scaffold_234","ATG4B_XENLA","A0A482XF26","Peptidase family C54","Y"
"g19002",3774,"scaffold_234","PTN23_MOUSE","A0A2J7Q7N0","BRO1-like domain,ALIX V-shaped domain binding to HIV","Y"
"g19003",1394,"scaffold_234","UMPS_DROME","A0A1J1IHM2","Orotidine 5'-phosphate decarboxylase / HUMPS family,Phosphoribosyl transferase domain","Y"
"g19004",2388,"scaffold_234",NA,"A0A067REB4","CUB domain","Y"
"g19005",566,"scaffold_234","KCTD5_HUMAN","A0A2P8YVP1","BTB/POZ domain","Y"
"g19006",9810,"scaffold_234","CADN_DROME","A0A453YJG9,B4I5C9","Cadherin domain,Laminin G domain,Cadherin cytoplasmic region,Human growth factor-like EGF","Y"
"g19007",660,"scaffold_234",NA,NA,NA,"N"
"g19008",2816,"scaffold_234",NA,NA,"FHA domain","Y"
"g19009",934,"scaffold_234","TM231_DANRE","A0A2J7QXK1","Transmembrane protein 231","Y"
"g1901",437,"scaffold_245",NA,NA,"Organelle biogenesis, Muted-like protein","Y"
"g19010",1155,"scaffold_234","PCBP3_HUMAN","A0A453Z1P3","KH domain","Y"
"g19011",717,"scaffold_234","BGB_DROME","A0A482XFY0","Core binding factor beta subunit","Y"
"g19012",643,"scaffold_234",NA,NA,"Zinc finger, C2H2 type","Y"
"g19013",1722,"scaffold_234","LRCH_DROME","J9K8S2,A0A154PHM4","Leucine rich repeat,Leucine Rich repeat,Calponin homology (CH) domain","Y"
"g19014",920,"scaffold_234","CWC22_DROME","A0A194PYV0",NA,"Y"
"g19015",1399,"scaffold_234","CWC22_DROME","H9J952","MA3 domain","Y"
"g19016",2912,"scaffold_234","RB3GP_HUMAN","A0A195DZ61","Rab3 GTPase-activating protein catalytic subunit","Y"
"g19017",254,"scaffold_234",NA,NA,NA,"N"
"g19018",2021,"scaffold_234",NA,NA,NA,"N"
"g19019",2825,"scaffold_234",NA,NA,"Integrase core domain,RNase H","Y"
"g1902",1187,"scaffold_245",NA,NA,NA,"N"
"g19020",1014,"scaffold_234","COPIA_DROME","K7J7H5",NA,"Y"
"g19021",239,"scaffold_234",NA,NA,NA,"N"
"g19022",668,"scaffold_234",NA,NA,NA,"N"
"g19023",1862,"scaffold_234",NA,NA,NA,"N"
"g19024",957,"scaffold_234","STX18_DANRE","A0A2J7R1B9","SNARE-complex protein Syntaxin-18 N-terminus","Y"
"g19025",416,"scaffold_234",NA,NA,NA,"N"
"g19026",250,"scaffold_234",NA,NA,NA,"N"
"g19027",322,"scaffold_234",NA,NA,NA,"N"
"g19028",689,"scaffold_234",NA,NA,NA,"N"
"g19029",768,"scaffold_234","FBSP1_DROWI","A0A2P8Z471","F-box domain,SPRY domain","Y"
"g1903",351,"scaffold_245",NA,NA,"Histone-like transcription factor (CBF/NF-Y) and archaeal histone","Y"
"g19030",1391,"scaffold_234","PLGT2_HUMAN","A0A067RCK1","Glycosyl transferase family 90,Filamin/ABP280 repeat","Y"
"g19031",1075,"scaffold_234","DJSHV_DROME","E0VF38","DnaJ domain,DnaJ C terminal domain","Y"
"g19032",851,"scaffold_234","S66A2_HUMAN","J9K1Z6","PQ loop repeat","Y"
"g19033",2258,"scaffold_682","ABCA3_MOUSE","A0A2P8YJD6","ABC-2 family transporter protein,ABC transporter","Y"
"g19034",3004,"scaffold_682","PAIN_DROME","A0A482WJY3","Ankyrin repeats (3 copies),Ion transport protein,Ankyrin repeat","Y"
"g19035",488,"scaffold_682",NA,NA,NA,"N"
"g19036",503,"scaffold_682",NA,NA,NA,"N"
"g19037",426,"scaffold_682",NA,NA,NA,"N"
"g19038",3865,"scaffold_682","YI31B_YEAST","A0A3B5QZY7,A0A3B5PQ07","Reverse transcriptase (RNA-dependent DNA polymerase),Integrase zinc binding domain,Integrase core domain,RNase H-like domain found in reverse transcriptase,Aspartyl protease","Y"
"g19039",551,"scaffold_682",NA,NA,NA,"N"
"g1904",1330,"scaffold_245","FAF2B_XENLA","A0A482WNS5","UBX domain,UBA-like domain","Y"
"g19040",503,"scaffold_682",NA,NA,NA,"N"
"g19041",631,"scaffold_682","N6MT1_HUMAN","A0A1S3D2B0","Methyltransferase small domain","Y"
"g19042",2963,"scaffold_682","CP4C1_BLADI","A0A2P8ZC37","Cytochrome P450","Y"
"g19043",584,"scaffold_682","CP4D2_DROME","A0A182W6H9","Cytochrome P450","Y"
"g19044",370,"scaffold_426",NA,NA,NA,"N"
"g19045",252,"scaffold_426",NA,NA,NA,"N"
"g19046",1117,"scaffold_426","RIR2_HUMAN","A0A482X0Z4","Ribonucleotide reductase, small chain","Y"
"g19047",962,"scaffold_426","RPF1_DROME","A0A154P2V0","Brix domain","Y"
"g19048",932,"scaffold_426",NA,NA,"Neurensin","Y"
"g19049",363,"scaffold_426",NA,NA,NA,"N"
"g1905",1004,"scaffold_245","SNR40_HUMAN","A0A1S3D2F5","WD domain, G-beta repeat","Y"
"g19050",449,"scaffold_426",NA,NA,NA,"N"
"g19051",3583,"scaffold_426","SF3B3_HUMAN","A0A2J7PDD4","CPSF A subunit region,Mono-functional DNA-alkylating methyl methanesulfonate N-term","Y"
"g19052",998,"scaffold_426","PEX12_MOUSE","J9JW34","Pex2 / Pex12 amino terminal region,Zinc finger, C3HC4 type (RING finger)","Y"
"g19053",1208,"scaffold_426",NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y"
"g19054",429,"scaffold_426",NA,NA,NA,"N"
"g19055",1933,"scaffold_1481",NA,NA,NA,"N"
"g19056",1536,"scaffold_1615","RTXE_DROME","J9LYS0","Endonuclease-reverse transcriptase","Y"
"g19057",303,"scaffold_1527",NA,NA,NA,"N"
"g19058",570,"scaffold_1406",NA,NA,NA,"N"
"g19059",358,"scaffold_898",NA,NA,NA,"N"
"g1906",1163,"scaffold_245",NA,NA,"Keratinocyte-associated gene product","Y"
"g19060",435,"scaffold_898",NA,NA,NA,"N"
"g19061",1061,"scaffold_902",NA,"K7JWY9","Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g19062",712,"scaffold_2016",NA,NA,NA,"N"
"g19063",482,"scaffold_829","DRGX_MOUSE","A0A194QFU0","Homeodomain","Y"
"g19064",1410,"scaffold_38","VMAT2_HUMAN","A0A482XGS6","Major Facilitator Superfamily","Y"
"g19065",1434,"scaffold_38","TRET1_CULQU","A0A482X6Z7","Sugar (and other) transporter","Y"
"g19066",4311,"scaffold_38","FANCI_MOUSE","A0A482XGT9","FANCI helical domain 2,FANCI helical domain 1,FANCI solenoid 3,FANCI solenoid 2,FANCI solenoid 4,FANCI solenoid 1","Y"
"g19067",9281,"scaffold_38","HTS_DROME","A0A482WIW2","Class II Aldolase and Adducin N-terminal domain","Y"
"g19068",253,"scaffold_38",NA,NA,NA,"N"
"g19069",2138,"scaffold_38",NA,NA,NA,"N"
"g1907",2253,"scaffold_245","ACO11_TRINI","J9JQB9","Fatty acid desaturase,Trypsin","Y"
"g19070",637,"scaffold_38","LSM12_CHICK","K7IRS4","Anticodon-binding domain","Y"
"g19071",510,"scaffold_38",NA,NA,NA,"N"
"g19072",2623,"scaffold_38","PHF14_HUMAN","X1WIZ4","PHD-zinc-finger like domain,PHD-finger","Y"
"g19073",1241,"scaffold_38","PSD11_DROME","R4G8S2","26S proteasome regulatory subunit RPN6 N-terminal domain,PCI domain,26S proteasome subunit RPN6 C-terminal helix domain","Y"
"g19074",510,"scaffold_38",NA,NA,NA,"N"
"g19075",2652,"scaffold_38",NA,"A0A087UZ78",NA,"Y"
"g19076",2523,"scaffold_38","ZFH1_DROME","A0A482XRL1","Zinc finger, C2H2 type,C2H2-type zinc finger","Y"
"g19077",2292,"scaffold_38",NA,"A0A0J7N0T9",NA,"Y"
"g19078",804,"scaffold_38",NA,NA,"hAT family C-terminal dimerisation region","Y"
"g19079",457,"scaffold_38",NA,NA,NA,"N"
"g1908",1144,"scaffold_245","TRYP_ASTAS","A0A482WY83","Trypsin","Y"
"g19080",621,"scaffold_38",NA,NA,NA,"N"
"g19081",386,"scaffold_38",NA,NA,NA,"N"
"g19082",295,"scaffold_38",NA,NA,NA,"N"
"g19083",589,"scaffold_38","SRSF2_CHICK","N6SU07","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y"
"g19084",419,"scaffold_38",NA,NA,NA,"N"
"g19085",614,"scaffold_38","CPTP_MOUSE","A0A482XMV1","Glycolipid transfer protein (GLTP)","Y"
"g19086",2591,"scaffold_38","S28A3_EPTST","J9JU24","Na+ dependent nucleoside transporter C-terminus,Na+ dependent nucleoside transporter N-terminus","Y"
"g19087",1313,"scaffold_38",NA,NA,NA,"N"
"g19088",2206,"scaffold_38","SC5A8_DANRE","A0A482X7G6","Sodium:solute symporter family","Y"
"g19089",1573,"scaffold_38",NA,"J9JWU1","Major Facilitator Superfamily,Sugar (and other) transporter","Y"
"g1909",981,"scaffold_245","FA10_MOUSE","A0A067QKT3","Trypsin","Y"
"g19090",1572,"scaffold_38",NA,"J9JWU1","Sugar (and other) transporter,Major Facilitator Superfamily","Y"
"g19091",310,"scaffold_38","KCNH2_RAT","F4X161","PAS domain","Y"
"g19092",350,"scaffold_38",NA,NA,NA,"N"
"g19093",700,"scaffold_38",NA,NA,"Zinc finger, C3HC4 type (RING finger)","Y"
"g19094",905,"scaffold_38",NA,"J9KAZ7",NA,"Y"
"g19095",323,"scaffold_38",NA,NA,NA,"N"
"g19096",1923,"scaffold_38",NA,NA,NA,"N"
"g19097",201,"scaffold_38",NA,NA,NA,"N"
"g19098",2888,"scaffold_38","KCNH7_MOUSE,KCNH6_CHICK","A0A2J7RFF6,J9KAZ7","Cyclic nucleotide-binding domain,Ion transport protein","Y"
"g19099",914,"scaffold_38","LZTL1_BOVIN","A0A067RJQ2","Leucine zipper","Y"
"g191",388,"scaffold_360",NA,NA,NA,"N"
"g1910",1010,"scaffold_245","TRY7_ANOGA","A0A482WXH9","Trypsin","Y"
"g19100",621,"scaffold_38","OPI10_ANOGA","A0A182VX92","Protein of unknown function (DUF775)","Y"
"g19101",951,"scaffold_38",NA,"J9KAC7","BSD domain","Y"
"g19102",775,"scaffold_38","CY561_XENLA","A0A1S3DCB8","Eukaryotic cytochrome b561","Y"
"g19103",270,"scaffold_38",NA,NA,NA,"N"
"g19104",1659,"scaffold_38",NA,"A0A267EZ06","Integrase core domain,gag-polyprotein putative aspartyl protease","Y"
"g19105",1012,"scaffold_38","5HTR_HELVI","T1I3R2","7 transmembrane receptor (rhodopsin family)","Y"
"g19106",1067,"scaffold_38",NA,"A0A139WPM1","Zinc knuckle","Y"
"g19107",1918,"scaffold_38","POL_SFV1","A0A139WIB9","Integrase core domain,Integrase zinc binding domain","Y"
"g19108",285,"scaffold_38",NA,NA,NA,"N"
"g19109",816,"scaffold_38",NA,NA,NA,"N"
"g1911",965,"scaffold_245","TRYP_ASTAS","J9K442","Trypsin","Y"
"g19110",799,"scaffold_38",NA,NA,NA,"N"
"g19111",1332,"scaffold_38",NA,"X1WMA8","Phage integrase family","Y"
"g19112",542,"scaffold_38",NA,NA,NA,"N"
"g19113",1241,"scaffold_38",NA,NA,NA,"N"
"g19114",4139,"scaffold_38","NHL1_CAEEL","A0A1S4EM31","NHL repeat,Zinc finger, C3HC4 type (RING finger)","Y"
"g19115",726,"scaffold_38","DHB8_HUMAN","J9K306","Enoyl-(Acyl carrier protein) reductase","Y"
"g19116",6482,"scaffold_797","FAS_CHICK","J9K3D3","KR domain,Zinc-binding dehydrogenase,Ketoacyl-synthetase C-terminal extension,Beta-ketoacyl synthase, N-terminal domain,Beta-ketoacyl synthase, C-terminal domain,Phosphopantetheine attachment site,Thioesterase domain,Acyl transferase domain","Y"
"g19117",1176,"scaffold_797","FAS_MOUSE","J9K3D3","Phosphopantetheine attachment site","Y"
"g19118",468,"scaffold_62",NA,NA,NA,"N"
"g19119",590,"scaffold_62",NA,NA,NA,"N"
"g1912",1881,"scaffold_245","GCYDA_DROME","A0A2J7Q456","Heme NO binding associated,Adenylate and Guanylate cyclase catalytic domain,Haem-NO-binding","Y"
"g19120",1018,"scaffold_62",NA,NA,NA,"N"
"g19121",274,"scaffold_62",NA,NA,NA,"N"
"g19122",520,"scaffold_62",NA,NA,NA,"N"
"g19123",215,"scaffold_62",NA,NA,NA,"N"
"g19124",271,"scaffold_62",NA,NA,NA,"N"
"g19125",887,"scaffold_62",NA,NA,NA,"N"
"g19126",1301,"scaffold_62",NA,NA,"7tm Odorant receptor","Y"
"g19127",1382,"scaffold_62",NA,NA,"7tm Odorant receptor","Y"
"g19128",435,"scaffold_62",NA,NA,"7tm Odorant receptor","Y"
"g19129",947,"scaffold_62",NA,NA,NA,"N"
"g1913",1044,"scaffold_245","FRU_DROME","A0A1S3D6J3,D6W9F8","BTB/POZ domain","Y"
"g19130",1497,"scaffold_62",NA,NA,NA,"N"
"g19131",1078,"scaffold_62",NA,NA,NA,"N"
"g19132",1193,"scaffold_62",NA,NA,NA,"N"
"g19133",257,"scaffold_62",NA,NA,NA,"N"
"g19134",197,"scaffold_62",NA,NA,NA,"N"
"g19135",227,"scaffold_62",NA,NA,NA,"N"
"g19136",3542,"scaffold_62","CI_DROME","A0A482XLW9","Zinc finger, C2H2 type","Y"
"g19137",1253,"scaffold_62",NA,NA,"7tm Odorant receptor","Y"
"g19138",216,"scaffold_62",NA,NA,NA,"N"
"g19139",2029,"scaffold_62","CWC22_DROME","H9J952","MA3 domain","Y"
"g1914",643,"scaffold_245",NA,"A0A2J7PNJ0","Zinc finger, C2H2 type","Y"
"g19140",1359,"scaffold_62","SNX17_DANRE","A0A482WKG5","Sorting Nexin 17 FERM C-terminal domain,PX domain","Y"
"g19141",1926,"scaffold_62",NA,NA,NA,"N"
"g19142",984,"scaffold_62",NA,NA,NA,"N"
"g19143",1997,"scaffold_62",NA,"A0A3M7R5S4","Predicted AAA-ATPase","Y"
"g19144",321,"scaffold_62",NA,NA,NA,"N"
"g19145",2477,"scaffold_62",NA,"A0A067RKY8","Immunoglobulin domain,Leucine rich repeat","Y"
"g19146",241,"scaffold_62",NA,NA,NA,"N"
"g19147",329,"scaffold_62",NA,NA,NA,"N"
"g19148",2203,"scaffold_62",NA,NA,NA,"N"
"g19149",4965,"scaffold_62",NA,"A0A1I7V8A7","Pao retrotransposon peptidase,Family of unknown function (DUF5641),Integrase zinc binding domain,Protein of unknown function (DUF1759)","Y"
"g1915",419,"scaffold_245",NA,NA,NA,"N"
"g19150",405,"scaffold_62",NA,NA,NA,"N"
"g19151",282,"scaffold_62",NA,NA,NA,"N"
"g19152",628,"scaffold_62","CU19_LOCMI","A0A1S3D2W5","Insect cuticle protein","Y"
"g19153",256,"scaffold_62",NA,NA,NA,"N"
"g19154",2301,"scaffold_62",NA,"X1WVL4","hAT family C-terminal dimerisation region","Y"
"g19155",2224,"scaffold_62",NA,NA,NA,"N"
"g19156",619,"scaffold_62",NA,NA,NA,"N"
"g19157",1322,"scaffold_62",NA,NA,"7tm Odorant receptor","Y"
"g19158",1322,"scaffold_62",NA,NA,"7tm Odorant receptor","Y"
"g19159",284,"scaffold_62",NA,NA,NA,"N"
"g1916",1116,"scaffold_245","HOW_DROME","E0VZA2","Homodimerisation region of STAR domain protein,KH domain","Y"
"g19160",1037,"scaffold_62",NA,NA,NA,"N"
"g19161",2002,"scaffold_62","RTBS_DROME","J9KSX2","Reverse transcriptase (RNA-dependent DNA polymerase)","Y"
"g19162",983,"scaffold_62",NA,NA,NA,"N"
"g19163",242,"scaffold_62",NA,NA,NA,"N"
"g19164",270,"scaffold_62",NA,NA,NA,"N"
"g19165",269,"scaffold_62",NA,NA,NA,"N"
"g19166",296,"scaffold_62",NA,NA,NA,"N"
"g19167",10785,"scaffold_62","LAMA_DROME","A0A067R415","Laminin Domain II,Laminin B (Domain IV),Laminin EGF domain,Laminin G domain,Laminin N-terminal (Domain VI)","Y"
"g19168",1216,"scaffold_62",NA,"A0A3S2TCD1","Protein of unknown function (DUF 659)","Y"
"g19169",505,"scaffold_62",NA,NA,NA,"N"
"g1917",2282,"scaffold_245","KIF3B_HUMAN","T1IFB2","Kinesin motor domain","Y"
"g19170",483,"scaffold_62",NA,NA,NA,"N"
"g19171",299,"scaffold_62",NA,NA,NA,"N"
"g19172",401,"scaffold_62",NA,NA,NA,"N"
"g19173",591,"scaffold_62",NA,"X1WMA8",NA,"Y"
"g19174",1327,"scaffold_62",NA,NA,"Zinc finger, C2H2 type,Haspin like kinase domain","Y"
"g19175",679,"scaffold_62",NA,NA,NA,"N"
"g19176",437,"scaffold_62",NA,NA,NA,"N"
"g19177",607,"scaffold_62","MLR_BOMMO","T1HIT1","EF-hand domain pair","Y"
"g19178",1476,"scaffold_62","GPAT4_PONAB","A0A1A9ZVJ6","Acyltransferase","Y"
"g19179",213,"scaffold_62",NA,NA,NA,"N"
"g1918",1256,"scaffold_245","RNF37_HUMAN","A0A067RT02","U-box domain","Y"
"g19180",221,"scaffold_62",NA,NA,NA,"N"
"g19181",4838,"scaffold_62","LAMC1_DROME","J9JNF8","Laminin B (Domain IV),Laminin N-terminal (Domain VI),Laminin EGF domain","Y"
"g19182",141,"scaffold_858",NA,NA,NA,"N"
"g19183",310,"scaffold_858",NA,NA,NA,"N"
"g19184",340,"scaffold_858",NA,NA,NA,"N"
"g19185",430,"scaffold_858",NA,NA,NA,"N"
"g19186",662,"scaffold_1312","MOODY_DROME","A0A0L0CB57","7 transmembrane receptor (rhodopsin family)","Y"
"g19187",386,"scaffold_1000",NA,NA,NA,"N"
"g19188",285,"scaffold_1124",NA,NA,NA,"N"
"g19189",2414,"scaffold_1124",NA,NA,NA,"N"
"g1919",944,"scaffold_245",NA,NA,"Leucine rich repeat","Y"
"g19190",1792,"scaffold_1124",NA,NA,NA,"N"
"g19191",143,"scaffold_1437",NA,NA,NA,"N"
"g19192",1583,"scaffold_1437","ESTE_MYZPE","A0A2J7RMS4","Carboxylesterase family","Y"
"g19193",663,"scaffold_305","NADK_MOUSE","A0A482XC59","ATP-NAD kinase","Y"
"g19194",731,"scaffold_305",NA,NA,NA,"N"
"g19195",641,"scaffold_305",NA,NA,NA,"N"
"g19196",646,"scaffold_305",NA,NA,NA,"N"
"g19197",785,"scaffold_305",NA,NA,NA,"N"
"g19198",762,"scaffold_305",NA,NA,NA,"N"
"g19199",704,"scaffold_305",NA,NA,NA,"N"
"g192",1736,"scaffold_360",NA,NA,NA,"N"
"g1920",1034,"scaffold_245",NA,NA,"Leucine rich repeat","Y"
"g19200",659,"scaffold_305",NA,NA,NA,"N"
"g19201",630,"scaffold_305",NA,NA,NA,"N"
"g19202",664,"scaffold_305",NA,NA,NA,"N"
"g19203",674,"scaffold_305",NA,NA,"KHA, dimerisation domain of potassium ion channel","Y"
"g19204",1441,"scaffold_305","CCD47_HUMAN","T1IG45","Protein of unknown function (DUF1682)","Y"
"g19205",932,"scaffold_305","PLCX2_MOUSE","A0A2J7QZV8",NA,"Y"
"g19206",963,"scaffold_305","FCL_CAEEL","A0A1S4EPN4","NAD dependent epimerase/dehydratase family","Y"
"g19207",2627,"scaffold_305","DHX16_PIG","J9K200","Oligonucleotide/oligosaccharide-binding (OB)-fold,Helicase associated domain (HA2),Helicase conserved C-terminal domain,DEAD/DEAH box helicase","Y"
"g19208",822,"scaffold_305",NA,NA,"XLF-Cernunnos, XRcc4-like factor, NHEJ component","Y"
"g19209",2337,"scaffold_305",NA,NA,NA,"N"
"g1921",1187,"scaffold_245",NA,NA,NA,"N"
"g19210",802,"scaffold_305","AN32A_DROME","A0A0Q9W4Y8","Leucine-rich repeat","Y"
"g19211",3230,"scaffold_305","ABI2_MOUSE","A0A2J7QIQ7","MULE transposase domain,Abl-interactor HHR,Variant SH3 domain","Y"
"g19212",1045,"scaffold_305","ACO11_TRINI","A0A2J7Q458","Fatty acid desaturase","Y"
"g19213",440,"scaffold_305",NA,"A0A1S3DTP3","GNS1/SUR4 family","Y"
"g19214",1062,"scaffold_305",NA,NA,NA,"N"
"g19215",1079,"scaffold_305",NA,NA,NA,"N"
"g19216",220,"scaffold_305",NA,NA,NA,"N"
"g19217",1942,"scaffold_305","ACE_DROME","A0A2J7QUF6","Angiotensin-converting enzyme","Y"
"g19218",1450,"scaffold_305","PPBT_CHICK","A0A139WNY2","Alkaline phosphatase","Y"
"g19219",524,"scaffold_305",NA,NA,"Alkaline phosphatase","Y"
"g1922",1731,"scaffold_245","TOLL_DROME",NA,"Leucine Rich Repeat,Leucine rich repeat","Y"
"g19220",1988,"scaffold_305",NA,NA,NA,"N"
"g19221",1187,"scaffold_305",NA,NA,NA,"N"
"g19222",2135,"scaffold_305",NA,NA,NA,"N"
"g19223",607,"scaffold_1311",NA,NA,NA,"N"
"g19224",1878,"scaffold_421","5NTD_LUTLO","A0A482WP57","5'-nucleotidase, C-terminal domain,Calcineurin-like phosphoesterase","Y"
"g19225",1450,"scaffold_421","5NTD_HUMAN","A0A2J7RHZ6","5'-nucleotidase, C-terminal domain","Y"
"g19226",379,"scaffold_421",NA,NA,NA,"N"
"g19227",1308,"scaffold_421",NA,NA,NA,"N"
"g19228",2568,"scaffold_421","NAV3_MOUSE","A0A482X2J9","ATPase family associated with various cellular activities (AAA)","Y"
"g19229",3225,"scaffold_421","NRDC_MOUSE","A0A0M9A7S4","Peptidase M16 inactive domain,Insulinase (Peptidase family M16),Middle or third domain of peptidase_M16","Y"
"g1923",2848,"scaffold_245","TOLL_DROME","E0VZA1","Leucine rich repeat,TIR domain,Leucine rich repeat N-terminal domain,BspA type Leucine rich repeat region (6 copies)","Y"
"g19230",3461,"scaffold_421","SICK_DROME","J9KB10","Calponin homology (CH) domain","Y"
"g19231",272,"scaffold_421",NA,NA,NA,"N"
"g19232",374,"scaffold_421",NA,NA,NA,"N"
"g19233",6369,"scaffold_421","FAS_CHICK","J9KNL6","Ketoacyl-synthetase C-terminal extension,Acyl transferase domain,Beta-ketoacyl synthase, C-terminal domain,Polyketide synthase dehydratase,Beta-ketoacyl synthase, N-terminal domain","Y"
"g19234",1805,"scaffold_421","PRP17_HUMAN","A0A026WYQ6","WD domain, G-beta repeat","Y"
"g19235",318,"scaffold_421",NA,NA,NA,"N"
"g19236",2044,"scaffold_421","ACSS3_RAT","A0A482WHF2","AMP-binding enzyme,Acetyl-coenzyme A synthetase N-terminus,AMP-binding enzyme C-terminal domain","Y"
"g19237",213,"scaffold_421",NA,NA,NA,"N"
"g19238",295,"scaffold_1384",NA,NA,NA,"N"
"g19239",1040,"scaffold_18","BRE4_CAEBR","A0A2P8YRJ0","N-terminal region of glycosyl transferase group 7,N-terminal domain of galactosyltransferase","Y"
"g1924",1026,"scaffold_218","CP6A9_DROME","D2A096","Cytochrome P450","Y"
"g19240",263,"scaffold_18",NA,NA,NA,"N"
"g19241",2187,"scaffold_18","SMYD4_HUMAN","A0A067QU06","SET domain","Y"
"g19242",1873,"scaffold_18",NA,NA,"Calcium-dependent calmodulin binding,IQ calmodulin-binding motif","Y"
"g19243",864,"scaffold_18","TLS1_MOUSE","A0A151IFE7","Hepatocellular carcinoma-associated antigen 59","Y"
"g19244",1137,"scaffold_18",NA,"E0W1R6","CUB domain","Y"
"g19245",1364,"scaffold_18","TRET1_BOMMO","A0A482X830","Sugar (and other) transporter","Y"
"g19246",1516,"scaffold_18","UDB15_RAT","J9JN70","UDP-glucoronosyl and UDP-glucosyl transferase","Y"
"g19247",1580,"scaffold_18","UD2B1_RAT","J9JN70","UDP-glucoronosyl and UDP-glucosyl transferase","Y"
"g19248",1288,"scaffold_18",NA,"A0A482XFU6","7 transmembrane receptor (rhodopsin family)","Y"
"g19249",394,"scaffold_18",NA,NA,NA,"N"
"g1925",344,"scaffold_218",NA,NA,"Carboxylesterase family","Y"
"g19250",413,"scaffold_18",NA,NA,NA,"N"
"g19251",5560,"scaffold_18","CHD1_DROME","A0A067RA71","Domain of unknown function (DUF4208),Chromo (CHRromatin Organisation MOdifier) domain,SNF2 family N-terminal domain,Helicase conserved C-terminal domain,CDH1/2 SANT-Helical linker 1","Y"
"g19252",701,"scaffold_18",NA,"A0A1S3D6Z2","Ribosomal protein S11","Y"
"g19253",846,"scaffold_18",NA,NA,"U11-48K-like CHHC zinc finger","Y"
"g19254",521,"scaffold_18",NA,NA,NA,"N"
"g19255",1005,"scaffold_18","S35B4_DROME","J9KAW4","UAA transporter family","Y"
"g19256",752,"scaffold_18","HYI_DANRE","A0A2P8ZFY1","Xylose isomerase-like TIM barrel","Y"
"g19257",6953,"scaffold_18","FAS_CHICK","A0A482WJG3","Beta-ketoacyl synthase, C-terminal domain,Ketoacyl-synthetase C-terminal extension,Polyketide synthase dehydratase,KR domain,Acyl transferase domain,Phosphopantetheine attachment site,Beta-ketoacyl synthase, N-terminal domain,Thioesterase domain","Y"
"g19258",934,"scaffold_18","DHDDS_HUMAN","A0A0A0ABV4","Putative undecaprenyl diphosphate synthase","Y"
"g19259",984,"scaffold_18","ARD17_CAEEL","A0A2J7R3V9","Arrestin (or S-antigen), C-terminal domain,Arrestin (or S-antigen), N-terminal domain","Y"
